exp,label
7.4093347,DIFFCRISP
7.665332,DIFFCRISP
6.910276,DIFFCRISP
7.6837,DIFFCRISP
7.955513,DIFFCRISP
7.993822,DIFFCRISP
7.56121,DIFFCRISP
9.053615,DIFFCRISP
7.959858,DIFFCRISP
7.946304,DIFFCRISP
7.6843605,DIFFCRISP
7.7789435,DIFFCRISP
7.32671,DIFFCRISP
7.8718824,DIFFCRISP
8.586314,DIFFCRISP
7.626159,DIFFCRISP
7.926621,DIFFCRISP
7.686465,DIFFCRISP
8.189875,DIFFCRISP
7.476763,DIFFCRISP
8.227955,DIFFCRISP
7.9662867,DIFFCRISP
7.469068,DIFFCRISP
7.822737,DIFFCRISP
7.8281693,DIFFCRISP
8.115793,DIFFCRISP
7.3058696,DIFFCRISP
8.145925,DIFFCRISP
7.9358673,DIFFCRISP
7.3373823,DIFFCRISP
8.23512,DIFFCRISP
8.052864,DIFFCRISP
7.9153447,DIFFCRISP
7.897163,DIFFCRISP
8.193186,DIFFCRISP
8.3384495,DIFFCRISP
7.651453,DIFFCRISP
7.664552,DIFFCRISP
8.275095,DIFFCRISP
7.538173,DIFFCRISP
7.362817,DIFFCRISP
7.6807747,DIFFCRISP
7.4771605,DIFFCRISP
8.40504,DIFFCRISP
7.684752,DIFFCRISP
8.0603895,DIFFCRISP
7.3336406,DIFFCRISP
7.8136964,DIFFCRISP
7.4480186,DIFFCRISP
7.5292068,DIFFCRISP
7.432262,DIFFCRISP
7.2755985,DIFFCRISP
8.0918045,DIFFCRISP
8.288303,DIFFCRISP
7.4590034,DIFFCRISP
7.5819263,DIFFCRISP
7.8869405,DIFFCRISP
7.653711,DIFFCRISP
7.65365,DIFFCRISP
7.9231424,DIFFCRISP
7.9869084,DIFFCRISP
7.464697,DIFFCRISP
7.311671,DIFFCRISP
7.4193196,DIFFCRISP
7.293386,DIFFCRISP
7.8295975,DIFFCRISP
8.796473,DIFFCRISP
7.1015778,DIFFCRISP
7.425557,DIFFCRISP
7.64063,DIFFCRISP
7.3770065,DIFFCRISP
7.2432423,DIFFCRISP
7.8917236,DIFFCRISP
7.4356346,DIFFCRISP
7.748318,DIFFCRISP
8.469773,DIFFCRISP
7.676853,DIFFCRISP
7.2062836,DIFFCRISP
7.6536856,DIFFCRISP
7.3499637,DIFFCRISP
9.617509,DIFFCRISP
8.467198,DIFFCRISP
7.845457,DIFFCRISP
7.9216757,DIFFCRISP
6.955766,DIFFCRISP
7.6996627,DIFFCRISP
7.193317,DIFFCRISP
8.306512,DIFFCRISP
7.123789,DIFFCRISP
7.7841845,DIFFCRISP
7.590637,DIFFCRISP
8.237307,DIFFCRISP
8.036014,DIFFCRISP
7.5949707,DIFFCRISP
7.3532124,DIFFCRISP
7.5759606,DIFFCRISP
7.638295,DIFFCRISP
8.309785,DIFFCRISP
7.7946377,DIFFCRISP
7.695059,DIFFCRISP
7.616849,DIFFCRISP
7.633015,DIFFCRISP
7.1073074,DIFFCRISP
7.8198805,DIFFCRISP
7.3792133,DIFFCRISP
8.442172,DIFFCRISP
7.318084,DIFFCRISP
7.919979,DIFFCRISP
7.7180004,DIFFCRISP
7.18117,DIFFCRISP
7.3494797,DIFFCRISP
8.712187,DIFFCRISP
7.810009,DIFFCRISP
7.064994,DIFFCRISP
8.094231,DIFFCRISP
8.425767,DIFFCRISP
7.265696,DIFFCRISP
7.9812303,DIFFCRISP
7.744143,DIFFCRISP
7.8795857,DIFFCRISP
6.948775,DIFFCRISP
8.78296,DIFFCRISP
7.63033,DIFFCRISP
8.125289,DIFFCRISP
8.368278,DIFFCRISP
8.349966,DIFFCRISP
7.4873285,DIFFCRISP
7.5209737,DIFFCRISP
7.8378534,DIFFCRISP
7.585095,DIFFCRISP
7.49013,DIFFCRISP
7.6347947,DIFFCRISP
8.410356,DIFFCRISP
7.562485,DIFFCRISP
7.8408546,DIFFCRISP
7.1749067,DIFFCRISP
7.6649423,DIFFCRISP
7.3986044,DIFFCRISP
8.166852,DIFFCRISP
7.3198338,DIFFCRISP
8.013644,DIFFCRISP
7.625712,DIFFCRISP
7.2414694,DIFFCRISP
7.9828424,DIFFCRISP
7.2283173,DIFFCRISP
8.287396,DIFFCRISP
7.648372,DIFFCRISP
7.3346043,DIFFCRISP
8.547819,DIFFCRISP
7.3846393,DIFFCRISP
8.531345,DIFFCRISP
7.8042717,DIFFCRISP
8.362955,DIFFCRISP
7.8291206,DIFFCRISP
7.7407417,DIFFCRISP
7.5597935,DIFFCRISP
7.7075768,DIFFCRISP
7.620439,DIFFCRISP
8.043428,DIFFCRISP
7.1707325,DIFFCRISP
7.4478436,DIFFCRISP
7.383777,DIFFCRISP
7.247523,DIFFCRISP
7.68602,DIFFCRISP
7.74888,DIFFCRISP
7.8247952,DIFFCRISP
6.995527,DIFFCRISP
7.749823,DIFFCRISP
7.332941,DIFFCRISP
7.328085,DIFFCRISP
7.927278,DIFFCRISP
7.7344284,DIFFCRISP
7.4503803,DIFFCRISP
8.642374,DIFFCRISP
7.9602346,DIFFCRISP
7.61795,DIFFCRISP
7.5183053,DIFFCRISP
8.059206,DIFFCRISP
8.219396,DIFFCRISP
7.4017096,DIFFCRISP
7.8539734,DIFFCRISP
7.9722376,DIFFCRISP
7.3488445,DIFFCRISP
7.81213,DIFFCRISP
6.369298,DIFFCRISP
7.768051,DIFFCRISP
8.448893,DIFFCRISP
7.8439684,DIFFCRISP
8.783623,DIFFCRISP
7.268826,DIFFCRISP
7.4009604,DIFFCRISP
7.4910564,DIFFCRISP
8.237828,DIFFCRISP
9.075017,DIFFCRISP
8.282076,DIFFCRISP
8.187381,DIFFCRISP
7.4869604,DIFFCRISP
7.5198207,DIFFCRISP
8.158337,DIFFCRISP
8.832804,DIFFCRISP
8.018965,DIFFCRISP
7.608953,DIFFCRISP
7.457234,DIFFCRISP
7.664614,DIFFCRISP
7.3716445,DIFFCRISP
8.206331,DIFFCRISP
7.433823,DIFFCRISP
7.834956,DIFFCRISP
7.8575587,DIFFCRISP
8.216918,DIFFCRISP
7.65371,DIFFCRISP
7.727218,DIFFCRISP
7.685245,DIFFCRISP
7.2115526,DIFFCRISP
9.580265,DIFFCRISP
8.421227,DIFFCRISP
7.6567435,DIFFCRISP
8.825813,DIFFCRISP
7.932549,DIFFCRISP
7.9776506,DIFFCRISP
7.6587763,DIFFCRISP
7.613951,DIFFCRISP
7.921947,DIFFCRISP
7.4420133,DIFFCRISP
7.736997,DIFFCRISP
7.201338,DIFFCRISP
6.987759,DIFFCRISP
7.686724,DIFFCRISP
8.887083,DIFFCRISP
8.784264,DIFFCRISP
7.5126224,DIFFCRISP
7.8868155,DIFFCRISP
8.59477,DIFFCRISP
7.6464863,DIFFCRISP
8.028906,DIFFCRISP
7.0709143,DIFFCRISP
8.048543,DIFFCRISP
7.2057333,DIFFCRISP
7.8221536,DIFFCRISP
7.6776695,DIFFCRISP
8.686888,DIFFCRISP
9.31972,DIFFCRISP
7.7404566,DIFFCRISP
7.374992,DIFFCRISP
7.537346,DIFFCRISP
7.551234,DIFFCRISP
8.872689,DIFFCRISP
7.493798,DIFFCRISP
7.9153495,DIFFCRISP
8.809098,DIFFCRISP
7.329394,DIFFCRISP
8.473934,DIFFCRISP
8.123601,DIFFCRISP
8.204092,DIFFCRISP
7.6091485,DIFFCRISP
8.289777,DIFFCRISP
7.6389775,DIFFCRISP
7.0819917,DIFFCRISP
8.07358,DIFFCRISP
7.3759723,DIFFCRISP
9.131817,DIFFCRISP
7.6216817,DIFFCRISP
8.962867,DIFFCRISP
7.9513893,DIFFCRISP
8.584777,DIFFCRISP
7.4407682,DIFFCRISP
7.955605,DIFFCRISP
7.823264,DIFFCRISP
8.291162,DIFFCRISP
7.5937514,DIFFCRISP
7.6427865,DIFFCRISP
7.3752375,DIFFCRISP
8.05086,DIFFCRISP
8.250956,DIFFCRISP
6.978776,DIFFCRISP
7.7664075,DIFFCRISP
8.702808,DIFFCRISP
7.914634,DIFFCRISP
7.68247,DIFFCRISP
7.4192343,DIFFCRISP
7.599728,DIFFCRISP
8.013114,DIFFCRISP
8.182887,DIFFCRISP
8.567437,DIFFCRISP
8.023251,DIFFCRISP
7.528945,DIFFCRISP
7.1311455,DIFFCRISP
7.909364,DIFFCRISP
8.097307,DIFFCRISP
7.3267007,DIFFCRISP
7.457868,DIFFCRISP
7.2591023,DIFFCRISP
7.3942323,DIFFCRISP
7.647855,DIFFCRISP
7.9780254,DIFFCRISP
7.847567,DIFFCRISP
8.213798,DIFFCRISP
7.782278,DIFFCRISP
8.02676,DIFFCRISP
8.413107,DIFFCRISP
8.451475,DIFFCRISP
8.240855,DIFFCRISP
8.305888,DIFFCRISP
8.0390835,DIFFCRISP
7.522599,DIFFCRISP
8.82025,DIFFCRISP
8.242065,DIFFCRISP
7.319777,DIFFCRISP
7.7926,DIFFCRISP
8.596227,DIFFCRISP
7.7970448,DIFFCRISP
7.386509,DIFFCRISP
8.3366375,DIFFCRISP
8.371849,DIFFCRISP
7.0724163,DIFFCRISP
8.516063,DIFFCRISP
8.717496,DIFFCRISP
7.65343,DIFFCRISP
8.833931,DIFFCRISP
8.838963,DIFFCRISP
8.066031,DIFFCRISP
7.954889,DIFFCRISP
8.626388,DIFFCRISP
8.311033,DIFFCRISP
7.7538543,DIFFCRISP
8.81823,DIFFCRISP
7.95807,DIFFCRISP
7.0486383,DIFFCRISP
8.113284,DIFFCRISP
8.6759615,DIFFCRISP
7.6752467,DIFFCRISP
7.8893056,DIFFCRISP
7.570349,DIFFCRISP
7.5794272,DIFFCRISP
8.906486,DIFFCRISP
7.3440876,DIFFCRISP
7.4515986,DIFFCRISP
7.472664,DIFFCRISP
7.2411385,DIFFCRISP
7.085777,DIFFCRISP
8.596418,DIFFCRISP
7.5325575,DIFFCRISP
8.710075,DIFFCRISP
7.132052,DIFFCRISP
7.8113694,DIFFCRISP
6.6942677,DIFFCRISP
7.064083,DIFFCRISP
8.217594,DIFFCRISP
8.474941,DIFFCRISP
7.377154,DIFFCRISP
8.682442,DIFFCRISP
8.083656,DIFFCRISP
7.6293206,DIFFCRISP
7.7083936,DIFFCRISP
7.690858,DIFFCRISP
7.9221554,DIFFCRISP
7.169896,DIFFCRISP
7.2387013,DIFFCRISP
7.292642,DIFFCRISP
8.4790125,DIFFCRISP
8.72888,DIFFCRISP
7.8406873,DIFFCRISP
7.8232837,DIFFCRISP
7.3994417,DIFFCRISP
7.5247574,DIFFCRISP
8.164972,DIFFCRISP
8.762965,DIFFCRISP
7.728104,DIFFCRISP
7.3413043,DIFFCRISP
7.7848067,DIFFCRISP
7.947489,DIFFCRISP
8.263512,DIFFCRISP
7.2485204,DIFFCRISP
7.0373926,DIFFCRISP
7.614513,DIFFCRISP
7.8521094,DIFFCRISP
7.1799927,DIFFCRISP
7.8714275,DIFFCRISP
7.8161697,DIFFCRISP
7.674781,DIFFCRISP
8.389842,DIFFCRISP
8.85275,DIFFCRISP
7.726987,DIFFCRISP
8.288702,DIFFCRISP
8.28302,DIFFCRISP
7.8902516,DIFFCRISP
8.920773,DIFFCRISP
7.300089,DIFFCRISP
7.3514147,DIFFCRISP
7.317655,DIFFCRISP
7.277391,DIFFCRISP
8.554854,DIFFCRISP
8.06656,DIFFCRISP
8.515984,DIFFCRISP
7.8184986,DIFFCRISP
7.410918,DIFFCRISP
7.043847,DIFFCRISP
8.310677,DIFFCRISP
6.619206,DIFFCRISP
8.346294,DIFFCRISP
7.414742,DIFFCRISP
8.2397,DIFFCRISP
7.8909316,DIFFCRISP
7.313105,DIFFCRISP
8.269414,DIFFCRISP
7.538206,DIFFCRISP
8.472517,DIFFCRISP
7.4296083,DIFFCRISP
7.899645,DIFFCRISP
7.2182913,DIFFCRISP
8.390884,DIFFCRISP
7.3498173,DIFFCRISP
7.2390194,DIFFCRISP
7.8845205,DIFFCRISP
7.5866623,DIFFCRISP
8.061395,DIFFCRISP
7.743219,DIFFCRISP
8.137677,DIFFCRISP
8.616046,DIFFCRISP
7.5794616,DIFFCRISP
8.19495,DIFFCRISP
7.624277,DIFFCRISP
7.423451,DIFFCRISP
7.6382546,DIFFCRISP
8.306537,DIFFCRISP
8.736524,DIFFCRISP
7.742926,DIFFCRISP
8.447912,DIFFCRISP
8.480411,DIFFCRISP
7.264781,DIFFCRISP
7.421573,DIFFCRISP
8.098077,DIFFCRISP
7.991185,DIFFCRISP
7.4642696,DIFFCRISP
7.751671,DIFFCRISP
8.127237,DIFFCRISP
7.8594255,DIFFCRISP
8.503277,DIFFCRISP
7.330518,DIFFCRISP
8.634894,DIFFCRISP
8.031023,DIFFCRISP
8.557934,DIFFCRISP
7.03223,DIFFCRISP
7.907942,DIFFCRISP
7.2765994,DIFFCRISP
7.6560917,DIFFCRISP
7.6947923,DIFFCRISP
7.9475145,DIFFCRISP
8.308387,DIFFCRISP
7.8105326,DIFFCRISP
7.846858,DIFFCRISP
8.201557,DIFFCRISP
7.5421104,DIFFCRISP
8.001003,DIFFCRISP
7.661576,DIFFCRISP
8.062564,DIFFCRISP
7.7335677,DIFFCRISP
8.140155,DIFFCRISP
8.211167,DIFFCRISP
7.611175,DIFFCRISP
7.9149237,DIFFCRISP
7.955196,DIFFCRISP
8.414836,DIFFCRISP
7.774317,DIFFCRISP
6.9545345,DIFFCRISP
7.61671,DIFFCRISP
8.060072,DIFFCRISP
7.065798,DIFFCRISP
8.33317,DIFFCRISP
7.2654204,DIFFCRISP
8.752374,DIFFCRISP
8.236958,DIFFCRISP
7.648981,DIFFCRISP
8.451236,DIFFCRISP
7.898071,DIFFCRISP
8.8204975,DIFFCRISP
7.8485966,DIFFCRISP
8.31533,DIFFCRISP
7.885969,DIFFCRISP
9.337662,DIFFCRISP
7.901244,DIFFCRISP
8.42571,DIFFCRISP
7.5891953,DIFFCRISP
7.741903,DIFFCRISP
8.494908,DIFFCRISP
7.9599137,DIFFCRISP
8.025701,DIFFCRISP
8.147496,DIFFCRISP
8.528361,DIFFCRISP
7.853453,DIFFCRISP
8.351827,DIFFCRISP
8.516672,DIFFCRISP
7.3699155,DIFFCRISP
7.860515,DIFFCRISP
8.315315,DIFFCRISP
7.7711163,DIFFCRISP
7.6797805,DIFFCRISP
7.4367285,DIFFCRISP
7.158573,DIFFCRISP
7.623254,DIFFCRISP
7.6764584,DIFFCRISP
8.142063,DIFFCRISP
8.184382,DIFFCRISP
7.9647684,DIFFCRISP
8.187326,DIFFCRISP
6.276998,DIFFCRISP
8.48658,DIFFCRISP
7.104928,DIFFCRISP
7.826969,DIFFCRISP
7.5723786,DIFFCRISP
7.202876,DIFFCRISP
7.9229126,DIFFCRISP
7.788094,DIFFCRISP
7.464354,DIFFCRISP
7.719309,DIFFCRISP
7.7392206,DIFFCRISP
7.9931526,DIFFCRISP
8.066214,DIFFCRISP
7.6056366,DIFFCRISP
7.6990595,DIFFCRISP
6.983374,DIFFCRISP
8.4491205,DIFFCRISP
6.9565444,DIFFCRISP
8.3383665,DIFFCRISP
7.518583,DIFFCRISP
8.264369,DIFFCRISP
7.0471864,DIFFCRISP
7.5077367,DIFFCRISP
8.749004,DIFFCRISP
8.118509,DIFFCRISP
6.857839,DIFFCRISP
7.8408933,DIFFCRISP
7.725667,DIFFCRISP
7.933337,DIFFCRISP
7.7982974,DIFFCRISP
7.140706,DIFFCRISP
7.174518,DIFFCRISP
8.238294,DIFFCRISP
7.255358,DIFFCRISP
8.189558,DIFFCRISP
7.938726,DIFFCRISP
7.440125,DIFFCRISP
7.866252,DIFFCRISP
7.918086,DIFFCRISP
7.4243855,DIFFCRISP
8.00286,DIFFCRISP
8.815244,DIFFCRISP
6.8839784,DIFFCRISP
8.151963,DIFFCRISP
8.109833,DIFFCRISP
7.147682,DIFFCRISP
6.977147,DIFFCRISP
7.8997164,DIFFCRISP
7.545089,DIFFCRISP
8.545352,DIFFCRISP
7.5202723,DIFFCRISP
7.1784906,DIFFCRISP
8.282633,DIFFCRISP
7.569095,DIFFCRISP
7.3398943,DIFFCRISP
7.8356366,DIFFCRISP
7.16935,DIFFCRISP
7.371928,DIFFCRISP
7.9746394,DIFFCRISP
8.6022625,DIFFCRISP
7.0463767,DIFFCRISP
8.414429,DIFFCRISP
7.98132,DIFFCRISP
7.747081,DIFFCRISP
8.281215,DIFFCRISP
7.8654127,DIFFCRISP
8.361204,DIFFCRISP
7.5899086,DIFFCRISP
8.575964,DIFFCRISP
8.336747,DIFFCRISP
7.594266,DIFFCRISP
8.58329,DIFFCRISP
7.8978724,DIFFCRISP
8.165101,DIFFCRISP
8.109414,DIFFCRISP
7.5159636,DIFFCRISP
8.216463,DIFFCRISP
7.547502,DIFFCRISP
8.413045,DIFFCRISP
7.6973743,DIFFCRISP
7.6195526,DIFFCRISP
7.4205003,DIFFCRISP
8.06857,DIFFCRISP
8.485776,DIFFCRISP
7.5228615,DIFFCRISP
7.961885,DIFFCRISP
7.8845997,DIFFCRISP
7.6662984,DIFFCRISP
8.775435,DIFFCRISP
8.442358,DIFFCRISP
6.463105,DIFFCRISP
8.326602,DIFFCRISP
7.98001,DIFFCRISP
8.289222,DIFFCRISP
7.3851924,DIFFCRISP
7.296866,DIFFCRISP
8.029173,DIFFCRISP
7.2924128,DIFFCRISP
7.686421,DIFFCRISP
7.6817355,DIFFCRISP
7.903592,DIFFCRISP
7.4849334,DIFFCRISP
7.5459356,DIFFCRISP
8.189534,DIFFCRISP
8.116715,DIFFCRISP
7.752301,DIFFCRISP
7.4441633,DIFFCRISP
8.690978,DIFFCRISP
7.542214,DIFFCRISP
8.049864,DIFFCRISP
7.475096,DIFFCRISP
8.321153,DIFFCRISP
7.916814,DIFFCRISP
7.721073,DIFFCRISP
7.4261737,DIFFCRISP
7.859739,DIFFCRISP
7.31451,DIFFCRISP
7.9776,DIFFCRISP
7.509147,DIFFCRISP
7.129844,DIFFCRISP
7.6057286,DIFFCRISP
7.3366957,DIFFCRISP
7.490366,DIFFCRISP
7.5240173,DIFFCRISP
7.803403,DIFFCRISP
8.936676,DIFFCRISP
7.567796,DIFFCRISP
8.252834,DIFFCRISP
6.8215466,DIFFCRISP
8.010891,DIFFCRISP
7.1945324,DIFFCRISP
7.3652954,DIFFCRISP
7.6174364,DIFFCRISP
7.6059856,DIFFCRISP
7.776005,DIFFCRISP
7.4787545,DIFFCRISP
6.9332924,DIFFCRISP
7.839634,DIFFCRISP
7.182496,DIFFCRISP
8.166467,DIFFCRISP
7.9376316,DIFFCRISP
6.997375,DIFFCRISP
7.633782,DIFFCRISP
7.416953,DIFFCRISP
7.49161,DIFFCRISP
7.2113605,DIFFCRISP
7.8626637,DIFFCRISP
9.040171,DIFFCRISP
6.8303895,DIFFCRISP
7.6831937,DIFFCRISP
7.7173243,DIFFCRISP
7.6384463,DIFFCRISP
7.198785,DIFFCRISP
7.6813936,DIFFCRISP
6.967221,DIFFCRISP
7.3347144,DIFFCRISP
7.910725,DIFFCRISP
7.789923,DIFFCRISP
7.2700315,DIFFCRISP
7.817046,DIFFCRISP
7.7733064,DIFFCRISP
6.734472,DIFFCRISP
7.7101007,DIFFCRISP
7.280063,DIFFCRISP
7.2668,DIFFCRISP
8.728441,DIFFCRISP
8.056632,DIFFCRISP
6.9093304,DIFFCRISP
7.4043307,DIFFCRISP
8.109858,DIFFCRISP
7.5177603,DIFFCRISP
7.989197,DIFFCRISP
7.828719,DIFFCRISP
8.653048,DIFFCRISP
7.587833,DIFFCRISP
8.247017,DIFFCRISP
7.26256,DIFFCRISP
8.171886,DIFFCRISP
7.9578977,DIFFCRISP
7.292852,DIFFCRISP
7.6954904,DIFFCRISP
7.0270524,DIFFCRISP
7.407445,DIFFCRISP
8.191799,DIFFCRISP
8.352322,DIFFCRISP
7.0915976,DIFFCRISP
7.194655,DIFFCRISP
9.010265,DIFFCRISP
7.644666,DIFFCRISP
8.4766035,DIFFCRISP
7.9731503,DIFFCRISP
7.413712,DIFFCRISP
7.8050804,DIFFCRISP
7.2695785,DIFFCRISP
8.640504,DIFFCRISP
8.831758,DIFFCRISP
7.5675125,DIFFCRISP
8.789216,DIFFCRISP
8.234819,DIFFCRISP
8.03417,DIFFCRISP
8.160054,DIFFCRISP
8.374023,DIFFCRISP
8.36942,DIFFCRISP
8.046597,DIFFCRISP
7.6057205,DIFFCRISP
7.6106353,DIFFCRISP
8.48802,DIFFCRISP
7.855998,DIFFCRISP
7.758834,DIFFCRISP
8.639323,DIFFCRISP
7.5859623,DIFFCRISP
6.963327,DIFFCRISP
7.924428,DIFFCRISP
8.424966,DIFFCRISP
8.2549515,DIFFCRISP
8.454059,DIFFCRISP
8.321012,DIFFCRISP
8.641844,DIFFCRISP
7.47584,DIFFCRISP
6.189887,DIFFCRISP
8.554643,DIFFCRISP
7.8279395,DIFFCRISP
7.8492413,DIFFCRISP
8.033064,DIFFCRISP
7.3831363,DIFFCRISP
7.720437,DIFFCRISP
8.211152,DIFFCRISP
7.748342,DIFFCRISP
7.0843105,DIFFCRISP
7.6920857,DIFFCRISP
7.936923,DIFFCRISP
7.5606284,DIFFCRISP
8.500845,DIFFCRISP
7.8842444,DIFFCRISP
7.7155113,DIFFCRISP
7.52465,DIFFCRISP
7.8546543,DIFFCRISP
7.8926315,DIFFCRISP
7.241189,DIFFCRISP
8.400401,DIFFCRISP
7.1931033,DIFFCRISP
8.084159,DIFFCRISP
8.4570265,DIFFCRISP
7.275743,DIFFCRISP
8.407721,DIFFCRISP
7.1966076,DIFFCRISP
7.717227,DIFFCRISP
7.420393,DIFFCRISP
7.682853,DIFFCRISP
8.077089,DIFFCRISP
8.037187,DIFFCRISP
7.4408846,DIFFCRISP
7.590359,DIFFCRISP
7.6297793,DIFFCRISP
8.079665,DIFFCRISP
7.7505097,DIFFCRISP
7.145167,DIFFCRISP
8.269394,DIFFCRISP
7.314233,DIFFCRISP
7.801982,DIFFCRISP
7.5460315,DIFFCRISP
7.5090566,DIFFCRISP
7.5770063,DIFFCRISP
7.4844623,DIFFCRISP
7.373323,DIFFCRISP
7.5260773,DIFFCRISP
7.437737,DIFFCRISP
8.535621,DIFFCRISP
7.8093424,DIFFCRISP
7.280821,DIFFCRISP
8.009238,DIFFCRISP
7.6972857,DIFFCRISP
7.8173537,DIFFCRISP
7.878025,DIFFCRISP
7.875512,DIFFCRISP
7.5092263,DIFFCRISP
7.453685,DIFFCRISP
8.157858,DIFFCRISP
8.001542,DIFFCRISP
8.14618,DIFFCRISP
7.750421,DIFFCRISP
7.4560456,DIFFCRISP
6.797568,DIFFCRISP
7.7163367,DIFFCRISP
7.673676,DIFFCRISP
7.154368,DIFFCRISP
7.550308,DIFFCRISP
7.928245,DIFFCRISP
8.4283085,DIFFCRISP
7.8211346,DIFFCRISP
7.7660584,DIFFCRISP
8.153432,DIFFCRISP
7.7826085,DIFFCRISP
7.5376115,DIFFCRISP
7.5679946,DIFFCRISP
7.563619,DIFFCRISP
7.3890953,DIFFCRISP
7.536461,DIFFCRISP
7.538785,DIFFCRISP
7.6674337,DIFFCRISP
8.399923,DIFFCRISP
7.580492,DIFFCRISP
8.187043,DIFFCRISP
7.7475038,DIFFCRISP
7.5363646,DIFFCRISP
8.574904,DIFFCRISP
7.568772,DIFFCRISP
7.4724975,DIFFCRISP
7.2461123,DIFFCRISP
7.142129,DIFFCRISP
7.623525,DIFFCRISP
7.8060565,DIFFCRISP
7.868326,DIFFCRISP
7.50547,DIFFCRISP
7.169067,DIFFCRISP
8.200289,DIFFCRISP
8.767183,DIFFCRISP
7.9185886,DIFFCRISP
8.23448,DIFFCRISP
7.7892666,DIFFCRISP
6.705574,DIFFCRISP
7.8906794,DIFFCRISP
8.002681,DIFFCRISP
7.1554494,DIFFCRISP
8.301472,DIFFCRISP
7.6471148,DIFFCRISP
7.6334333,DIFFCRISP
8.296649,DIFFCRISP
8.847029,DIFFCRISP
7.575136,DIFFCRISP
8.206627,DIFFCRISP
7.1151094,DIFFCRISP
8.613968,DIFFCRISP
7.976037,DIFFCRISP
8.109976,DIFFCRISP
7.930826,DIFFCRISP
7.7008677,DIFFCRISP
8.285371,DIFFCRISP
7.895559,DIFFCRISP
8.0082245,DIFFCRISP
7.6981225,DIFFCRISP
8.618486,DIFFCRISP
8.124139,DIFFCRISP
7.756875,DIFFCRISP
8.42224,DIFFCRISP
7.935064,DIFFCRISP
8.305066,DIFFCRISP
7.2285976,DIFFCRISP
8.54079,DIFFCRISP
8.312837,DIFFCRISP
8.155187,DIFFCRISP
8.316632,DIFFCRISP
7.911629,DIFFCRISP
7.4968143,DIFFCRISP
8.455715,DIFFCRISP
7.2899876,DIFFCRISP
7.620923,DIFFCRISP
7.9187894,DIFFCRISP
7.227027,DIFFCRISP
6.900987,DIFFCRISP
7.8976865,DIFFCRISP
8.237182,DIFFCRISP
7.1181936,DIFFCRISP
7.691605,DIFFCRISP
6.9534,DIFFCRISP
7.955036,DIFFCRISP
8.319051,DIFFCRISP
6.84441,DIFFCRISP
7.085455,DIFFCRISP
7.323641,DIFFCRISP
7.9038134,DIFFCRISP
8.076532,DIFFCRISP
7.8191395,DIFFCRISP
7.510527,DIFFCRISP
