exp,label
7.359503,CRISP
7.3266354,CRISP
6.9934382,CRISP
7.2173576,CRISP
7.193016,CRISP
7.22069,CRISP
7.316672,CRISP
7.2532973,CRISP
7.041715,CRISP
7.06956,CRISP
7.0602922,CRISP
7.143591,CRISP
7.421035,CRISP
7.4306545,CRISP
7.2827215,CRISP
7.4247003,CRISP
7.535044,CRISP
7.2977943,CRISP
7.208087,CRISP
7.3118486,CRISP
7.283437,CRISP
7.2751584,CRISP
7.263287,CRISP
7.1688685,CRISP
7.2239614,CRISP
7.435352,CRISP
7.249305,CRISP
7.1262503,CRISP
7.451614,CRISP
7.1993275,CRISP
7.0938277,CRISP
7.1761665,CRISP
7.054113,CRISP
7.694772,CRISP
7.40062,CRISP
7.493742,CRISP
7.36014,CRISP
7.413276,CRISP
7.2255697,CRISP
7.331727,CRISP
7.3300114,CRISP
7.5721498,CRISP
7.6690083,CRISP
7.3807263,CRISP
7.0977497,CRISP
7.0257063,CRISP
7.640154,CRISP
7.1046247,CRISP
7.5293856,CRISP
7.3545904,CRISP
7.155166,CRISP
7.1402106,CRISP
7.042162,CRISP
7.176661,CRISP
7.183962,CRISP
7.1538067,CRISP
7.390184,CRISP
7.2129464,CRISP
6.8829823,CRISP
7.454701,CRISP
7.231393,CRISP
7.7038426,CRISP
7.401208,CRISP
7.1378994,CRISP
7.087973,CRISP
6.7906013,CRISP
7.202281,CRISP
7.1465955,CRISP
7.5563297,CRISP
7.3470006,CRISP
7.180946,CRISP
7.098647,CRISP
7.8225083,CRISP
7.364882,CRISP
7.2536535,CRISP
7.250852,CRISP
7.357867,CRISP
7.0747733,CRISP
7.388134,CRISP
7.4249597,CRISP
7.322015,CRISP
7.158041,CRISP
7.138414,CRISP
7.1500382,CRISP
7.043026,CRISP
7.4653354,CRISP
7.4596524,CRISP
7.219411,CRISP
7.176126,CRISP
7.252024,CRISP
7.6163116,CRISP
6.8768945,CRISP
7.024307,CRISP
7.7095203,CRISP
7.3622565,CRISP
7.213073,CRISP
7.219811,CRISP
7.51907,CRISP
7.320089,CRISP
7.008333,CRISP
7.361296,CRISP
7.026251,CRISP
7.434063,CRISP
7.5006847,CRISP
7.4065137,CRISP
7.255205,CRISP
7.3072066,CRISP
6.985789,CRISP
7.1690946,CRISP
7.3942256,CRISP
7.430715,CRISP
7.2216454,CRISP
6.8568044,CRISP
7.5248485,CRISP
7.532775,CRISP
7.1357436,CRISP
7.3341517,CRISP
7.2915525,CRISP
7.074643,CRISP
7.1002736,CRISP
6.843601,CRISP
7.1420965,CRISP
7.7110896,CRISP
7.2554817,CRISP
7.221291,CRISP
7.5293484,CRISP
7.2498784,CRISP
7.2154865,CRISP
7.607867,CRISP
7.60087,CRISP
7.3391304,CRISP
7.3842826,CRISP
7.2968946,CRISP
7.4017406,CRISP
7.049533,CRISP
7.28084,CRISP
7.317878,CRISP
7.159095,CRISP
7.903898,CRISP
7.0564733,CRISP
7.28827,CRISP
7.31938,CRISP
7.591844,CRISP
7.3733892,CRISP
6.98557,CRISP
7.2166934,CRISP
7.28744,CRISP
7.419955,CRISP
7.1591735,CRISP
7.1438165,CRISP
7.3983836,CRISP
7.1548576,CRISP
7.2680655,CRISP
7.4322963,CRISP
7.15314,CRISP
7.279973,CRISP
7.754768,CRISP
7.269685,CRISP
7.314898,CRISP
7.7428837,CRISP
7.5972953,CRISP
7.410692,CRISP
7.2331977,CRISP
7.406953,CRISP
7.244482,CRISP
7.216004,CRISP
7.2665496,CRISP
7.3014917,CRISP
7.2245955,CRISP
7.101263,CRISP
7.482593,CRISP
7.476429,CRISP
7.188758,CRISP
7.6769485,CRISP
7.4993625,CRISP
6.9889355,CRISP
7.0997634,CRISP
7.0562134,CRISP
7.0700436,CRISP
7.080876,CRISP
7.095841,CRISP
7.297404,CRISP
7.4229693,CRISP
7.220343,CRISP
7.4118176,CRISP
7.410008,CRISP
7.250577,CRISP
7.026962,CRISP
7.6489167,CRISP
7.388131,CRISP
7.233893,CRISP
7.2377896,CRISP
7.481755,CRISP
7.1746,CRISP
7.061669,CRISP
7.2869096,CRISP
7.330018,CRISP
7.47111,CRISP
7.1491013,CRISP
7.4401155,CRISP
7.374447,CRISP
7.3604126,CRISP
7.2443967,CRISP
7.160118,CRISP
7.5289474,CRISP
7.216434,CRISP
7.4791937,CRISP
7.3481364,CRISP
7.4302845,CRISP
7.7168803,CRISP
7.1672263,CRISP
7.3245077,CRISP
7.513463,CRISP
7.420281,CRISP
7.3138943,CRISP
7.6889167,CRISP
7.173022,CRISP
8.062419,CRISP
7.4740005,CRISP
7.259822,CRISP
7.218607,CRISP
6.9942927,CRISP
7.725045,CRISP
7.0569916,CRISP
7.233533,CRISP
7.445996,CRISP
7.2727613,CRISP
7.18628,CRISP
7.178562,CRISP
7.2015877,CRISP
7.010499,CRISP
7.2389855,CRISP
7.3279195,CRISP
7.694301,CRISP
7.5508237,CRISP
7.0937276,CRISP
7.18958,CRISP
7.467389,CRISP
7.1573477,CRISP
7.2640457,CRISP
7.004353,CRISP
7.130578,CRISP
6.8975606,CRISP
6.9938383,CRISP
7.1903,CRISP
7.3137684,CRISP
7.788579,CRISP
7.663729,CRISP
7.182575,CRISP
7.179209,CRISP
7.335212,CRISP
7.606743,CRISP
7.379384,CRISP
7.5744305,CRISP
6.970732,CRISP
7.252443,CRISP
7.227986,CRISP
7.5043087,CRISP
7.220407,CRISP
7.5189495,CRISP
7.3391056,CRISP
7.530466,CRISP
7.270527,CRISP
7.0606737,CRISP
7.3389516,CRISP
7.638439,CRISP
6.9456887,CRISP
7.30206,CRISP
7.515204,CRISP
7.7001815,CRISP
7.5108323,CRISP
7.4296727,CRISP
7.274177,CRISP
7.284388,CRISP
7.384949,CRISP
7.2863417,CRISP
7.190799,CRISP
7.3551188,CRISP
7.312505,CRISP
7.2388396,CRISP
6.922276,CRISP
7.0841174,CRISP
7.2952757,CRISP
7.329517,CRISP
7.1643605,CRISP
7.504673,CRISP
7.03958,CRISP
7.1446667,CRISP
7.250258,CRISP
6.8374543,CRISP
7.2270904,CRISP
7.00056,CRISP
7.7687774,CRISP
7.5893292,CRISP
7.268552,CRISP
7.5427775,CRISP
7.482062,CRISP
6.9526987,CRISP
7.4577875,CRISP
7.4687214,CRISP
7.203819,CRISP
7.3308864,CRISP
7.5782614,CRISP
7.1016974,CRISP
7.2758126,CRISP
7.288442,CRISP
7.750789,CRISP
7.2940946,CRISP
7.0040765,CRISP
7.2808533,CRISP
7.41414,CRISP
7.3647685,CRISP
7.569919,CRISP
7.692777,CRISP
7.392916,CRISP
7.112918,CRISP
7.291054,CRISP
7.002266,CRISP
7.23858,CRISP
7.1727676,CRISP
7.1856956,CRISP
7.138475,CRISP
7.610496,CRISP
7.569673,CRISP
7.187596,CRISP
7.092705,CRISP
7.2464,CRISP
7.7181544,CRISP
7.2518363,CRISP
7.293012,CRISP
7.535408,CRISP
7.2894006,CRISP
7.0778303,CRISP
7.447738,CRISP
7.320456,CRISP
7.1623425,CRISP
7.166144,CRISP
7.3123007,CRISP
7.256528,CRISP
7.2770514,CRISP
7.3631225,CRISP
7.3473754,CRISP
7.5171022,CRISP
7.391747,CRISP
7.4066076,CRISP
7.272651,CRISP
7.232667,CRISP
6.9992757,CRISP
7.385761,CRISP
7.0419693,CRISP
7.404494,CRISP
7.3040247,CRISP
6.9996834,CRISP
7.7264857,CRISP
7.6412024,CRISP
7.0920324,CRISP
7.7209587,CRISP
7.3494186,CRISP
7.3742385,CRISP
7.530625,CRISP
7.3982987,CRISP
6.787317,CRISP
6.934483,CRISP
7.3086114,CRISP
6.8918405,CRISP
7.2759542,CRISP
6.9422956,CRISP
7.193919,CRISP
6.98204,CRISP
7.572462,CRISP
7.2295456,CRISP
7.1632566,CRISP
7.381113,CRISP
7.3926525,CRISP
7.103955,CRISP
7.219479,CRISP
7.2039986,CRISP
7.796277,CRISP
7.1433024,CRISP
6.926699,CRISP
7.517494,CRISP
7.318495,CRISP
7.279708,CRISP
7.0683246,CRISP
7.38634,CRISP
7.1826906,CRISP
7.519166,CRISP
7.43059,CRISP
7.308752,CRISP
7.1274776,CRISP
6.9906116,CRISP
7.095111,CRISP
7.359141,CRISP
7.2021728,CRISP
7.2663937,CRISP
7.1709924,CRISP
7.4176674,CRISP
6.9298162,CRISP
7.260316,CRISP
7.175052,CRISP
7.5228596,CRISP
7.2394485,CRISP
7.145432,CRISP
7.469913,CRISP
7.1844554,CRISP
7.3603487,CRISP
7.2599454,CRISP
7.3360095,CRISP
7.299397,CRISP
7.05804,CRISP
7.2218423,CRISP
7.4711466,CRISP
7.3206925,CRISP
7.2446165,CRISP
7.1335297,CRISP
6.993507,CRISP
7.682409,CRISP
7.271099,CRISP
7.3303113,CRISP
7.1628,CRISP
7.181024,CRISP
7.160343,CRISP
7.580197,CRISP
7.2554584,CRISP
7.34517,CRISP
6.9644384,CRISP
7.827744,CRISP
7.2495775,CRISP
6.826432,CRISP
7.3415475,CRISP
7.338548,CRISP
7.156235,CRISP
7.3279862,CRISP
7.402102,CRISP
7.206775,CRISP
7.340752,CRISP
7.7154236,CRISP
7.2632465,CRISP
7.11998,CRISP
7.421298,CRISP
7.058634,CRISP
7.134812,CRISP
7.277692,CRISP
7.1438494,CRISP
7.221309,CRISP
7.5720167,CRISP
7.634738,CRISP
7.1904182,CRISP
7.1260476,CRISP
7.5903363,CRISP
6.7901306,CRISP
7.1906924,CRISP
7.1622906,CRISP
7.071267,CRISP
7.579859,CRISP
7.3649073,CRISP
7.4569483,CRISP
7.157175,CRISP
7.7182307,CRISP
7.110206,CRISP
6.930676,CRISP
7.2488127,CRISP
7.8702307,CRISP
7.431573,CRISP
7.0649104,CRISP
7.308185,CRISP
6.970966,CRISP
7.45333,CRISP
7.184871,CRISP
7.696447,CRISP
7.3185067,CRISP
7.3156576,CRISP
7.278598,CRISP
7.1127234,CRISP
7.2098975,CRISP
7.5610766,CRISP
7.0597873,CRISP
7.735838,CRISP
7.2753606,CRISP
7.321485,CRISP
7.200117,CRISP
7.191465,CRISP
7.086591,CRISP
7.1588454,CRISP
7.10988,CRISP
7.4740586,CRISP
7.1949797,CRISP
7.1730156,CRISP
6.8340063,CRISP
7.3664236,CRISP
7.238523,CRISP
7.634695,CRISP
7.3310657,CRISP
7.160119,CRISP
7.5971456,CRISP
7.778088,CRISP
7.273908,CRISP
7.3600945,CRISP
7.31017,CRISP
7.1450605,CRISP
6.9949975,CRISP
6.904292,CRISP
6.9487767,CRISP
7.3360085,CRISP
7.138451,CRISP
7.277743,CRISP
7.1751494,CRISP
7.3753037,CRISP
7.3887343,CRISP
7.407507,CRISP
7.174409,CRISP
7.315794,CRISP
6.8826795,CRISP
6.8857284,CRISP
7.057944,CRISP
7.345169,CRISP
7.7756596,CRISP
7.0824113,CRISP
6.897142,CRISP
7.251318,CRISP
7.4205484,CRISP
7.422978,CRISP
7.1100183,CRISP
7.7292614,CRISP
7.4518642,CRISP
7.205826,CRISP
7.4107075,CRISP
7.0556016,CRISP
7.728268,CRISP
7.2898636,CRISP
7.6250806,CRISP
7.2806845,CRISP
7.6633306,CRISP
7.147773,CRISP
7.1052866,CRISP
7.340603,CRISP
7.40974,CRISP
7.585674,CRISP
7.170911,CRISP
7.2912793,CRISP
7.190176,CRISP
7.4733124,CRISP
7.6347494,CRISP
7.0053697,CRISP
7.4005313,CRISP
7.316111,CRISP
7.689999,CRISP
7.108877,CRISP
7.270103,CRISP
7.3185124,CRISP
7.262687,CRISP
7.0238914,CRISP
7.1832137,CRISP
7.5766225,CRISP
7.185891,CRISP
7.3999176,CRISP
7.1969647,CRISP
7.181378,CRISP
7.199807,CRISP
7.2193317,CRISP
7.1993084,CRISP
7.213724,CRISP
7.2825217,CRISP
7.245745,CRISP
7.1489305,CRISP
7.427782,CRISP
7.1316047,CRISP
7.643832,CRISP
7.1924806,CRISP
7.0239024,CRISP
7.294315,CRISP
7.609001,CRISP
7.136732,CRISP
7.3451514,CRISP
7.4692197,CRISP
7.6083336,CRISP
6.926787,CRISP
7.0174537,CRISP
7.5047503,CRISP
7.2938294,CRISP
7.319578,CRISP
7.3876305,CRISP
7.915549,CRISP
7.220325,CRISP
7.0841637,CRISP
7.162901,CRISP
7.551051,CRISP
7.2224936,CRISP
7.4691925,CRISP
7.5873537,CRISP
7.231289,CRISP
7.7834888,CRISP
7.360677,CRISP
7.844563,CRISP
6.9424815,CRISP
7.208287,CRISP
7.262987,CRISP
7.709867,CRISP
7.3280416,CRISP
7.365706,CRISP
7.3555355,CRISP
7.3436165,CRISP
7.1636977,CRISP
7.1607995,CRISP
7.316255,CRISP
7.2197156,CRISP
7.0560474,CRISP
7.704763,CRISP
7.7363358,CRISP
7.655116,CRISP
7.084194,CRISP
7.272876,CRISP
7.279368,CRISP
7.3386917,CRISP
7.4729133,CRISP
7.147342,CRISP
7.3244734,CRISP
7.3651185,CRISP
6.88409,CRISP
7.8042006,CRISP
7.2361107,CRISP
6.9109054,CRISP
7.336094,CRISP
7.206882,CRISP
7.3289714,CRISP
7.0120397,CRISP
7.0916667,CRISP
6.9604187,CRISP
7.279986,CRISP
7.6871815,CRISP
7.829462,CRISP
7.671239,CRISP
7.732401,CRISP
7.117255,CRISP
7.5117135,CRISP
7.136541,CRISP
7.0765195,CRISP
7.2371125,CRISP
7.2306747,CRISP
7.21543,CRISP
7.0563803,CRISP
7.074743,CRISP
7.2622933,CRISP
7.2403874,CRISP
7.771568,CRISP
7.7051244,CRISP
7.1063166,CRISP
7.224865,CRISP
7.340312,CRISP
7.0663342,CRISP
7.17631,CRISP
7.3550572,CRISP
7.0937924,CRISP
7.2799797,CRISP
6.9149933,CRISP
7.295478,CRISP
7.2212515,CRISP
7.228582,CRISP
7.1519003,CRISP
7.0075173,CRISP
7.226592,CRISP
7.6788387,CRISP
7.4401584,CRISP
7.7141013,CRISP
7.9058137,CRISP
7.3957405,CRISP
7.095096,CRISP
7.6859627,CRISP
7.2536244,CRISP
7.1682167,CRISP
7.260615,CRISP
7.5198126,CRISP
7.3343434,CRISP
7.3603344,CRISP
7.533757,CRISP
7.4416637,CRISP
7.089039,CRISP
7.064846,CRISP
7.0861897,CRISP
7.3399153,CRISP
7.0745134,CRISP
7.199842,CRISP
7.274598,CRISP
7.276555,CRISP
7.191585,CRISP
7.687368,CRISP
7.8031716,CRISP
7.1837697,CRISP
7.025309,CRISP
7.148235,CRISP
7.1669564,CRISP
7.077204,CRISP
6.912511,CRISP
7.7363486,CRISP
6.934071,CRISP
6.9538655,CRISP
7.383542,CRISP
7.1273584,CRISP
7.074248,CRISP
7.132455,CRISP
6.997028,CRISP
6.975112,CRISP
7.4322147,CRISP
7.22824,CRISP
7.501413,CRISP
7.0554457,CRISP
7.0226264,CRISP
7.695668,CRISP
7.4513874,CRISP
7.546998,CRISP
7.3067083,CRISP
7.186465,CRISP
7.1692057,CRISP
7.823203,CRISP
7.229872,CRISP
7.447212,CRISP
7.1820235,CRISP
7.13899,CRISP
7.301733,CRISP
7.7348413,CRISP
7.287702,CRISP
7.323757,CRISP
7.054701,CRISP
6.8579483,CRISP
7.264817,CRISP
7.290665,CRISP
7.3021035,CRISP
7.392137,CRISP
7.265021,CRISP
7.2838335,CRISP
7.016528,CRISP
7.1484876,CRISP
7.1541915,CRISP
7.1760664,CRISP
7.200652,CRISP
7.690639,CRISP
7.5562468,CRISP
7.2235627,CRISP
7.2311687,CRISP
7.320652,CRISP
7.2787037,CRISP
7.4728174,CRISP
7.4774723,CRISP
7.3789663,CRISP
7.291949,CRISP
7.256524,CRISP
7.133784,CRISP
6.994583,CRISP
7.3899503,CRISP
7.1548314,CRISP
7.348837,CRISP
7.501423,CRISP
7.195378,CRISP
7.3188486,CRISP
7.416119,CRISP
7.027007,CRISP
7.314528,CRISP
7.746244,CRISP
7.186125,CRISP
7.5044765,CRISP
7.060168,CRISP
7.449212,CRISP
7.2620273,CRISP
7.0080857,CRISP
7.340149,CRISP
7.4118514,CRISP
7.419286,CRISP
7.3516693,CRISP
7.34371,CRISP
7.706272,CRISP
7.4303374,CRISP
7.2233877,CRISP
7.6810412,CRISP
7.675913,CRISP
7.5721555,CRISP
7.5278134,CRISP
7.1584897,CRISP
7.2077622,CRISP
7.145169,CRISP
7.4352727,CRISP
7.754365,CRISP
7.1497846,CRISP
7.142733,CRISP
7.3777795,CRISP
7.174269,CRISP
7.0765038,CRISP
7.3226385,CRISP
7.369315,CRISP
7.1806602,CRISP
7.309038,CRISP
7.484402,CRISP
7.353222,CRISP
7.4309664,CRISP
7.082522,CRISP
7.142105,CRISP
7.715014,CRISP
7.342505,CRISP
7.1476407,CRISP
7.2234797,CRISP
7.1742144,CRISP
7.606336,CRISP
6.9670277,CRISP
7.5531235,CRISP
7.14758,CRISP
7.1469374,CRISP
7.199072,CRISP
7.163533,CRISP
7.136378,CRISP
7.2687416,CRISP
7.10017,CRISP
7.408694,CRISP
7.2448235,CRISP
7.4552097,CRISP
7.0498466,CRISP
7.1173697,CRISP
7.1539407,CRISP
7.009323,CRISP
7.226333,CRISP
7.225253,CRISP
7.115543,CRISP
7.179886,CRISP
7.209633,CRISP
7.1012926,CRISP
7.1032968,CRISP
7.1286855,CRISP
6.9857993,CRISP
7.3255725,CRISP
6.954758,CRISP
7.1295233,CRISP
7.203712,CRISP
7.1270127,CRISP
7.3351717,CRISP
7.0832343,CRISP
6.974528,CRISP
7.2072,CRISP
7.1765637,CRISP
7.766144,CRISP
7.1395082,CRISP
7.31779,CRISP
7.269685,CRISP
7.3227386,CRISP
7.340521,CRISP
7.394497,CRISP
7.111163,CRISP
7.70816,CRISP
7.469613,CRISP
7.2611885,CRISP
7.0456467,CRISP
7.0756407,CRISP
7.322036,CRISP
7.421532,CRISP
7.2838106,CRISP
7.3339972,CRISP
7.262789,CRISP
7.496123,CRISP
7.200863,CRISP
7.385462,CRISP
7.493798,CRISP
6.8735476,CRISP
7.68075,CRISP
7.2088995,CRISP
7.313823,CRISP
7.538463,CRISP
7.687724,CRISP
7.100616,CRISP
7.3181887,CRISP
7.5232205,CRISP
7.485818,CRISP
7.461468,CRISP
6.993105,CRISP
7.749136,CRISP
7.0477176,CRISP
7.361848,CRISP
7.103281,CRISP
7.324767,CRISP
7.4007936,CRISP
7.6885986,CRISP
6.894975,CRISP
7.2214165,CRISP
7.495375,CRISP
7.061186,CRISP
7.179111,CRISP
7.347543,CRISP
7.3613396,CRISP
7.180271,CRISP
7.431676,CRISP
7.309138,CRISP
7.24945,CRISP
7.4244184,CRISP
7.249066,CRISP
7.461707,CRISP
7.50293,CRISP
7.6968875,CRISP
7.554247,CRISP
7.3640385,CRISP
7.1964707,CRISP
7.227532,CRISP
7.187113,CRISP
6.973181,CRISP
7.474298,CRISP
7.2755527,CRISP
7.176645,CRISP
7.2697067,CRISP
7.231384,CRISP
7.0455823,CRISP
7.382552,CRISP
7.229342,CRISP
7.2817607,CRISP
7.710953,CRISP
7.33339,CRISP
7.1131935,CRISP
6.9998317,CRISP
7.1466503,CRISP
7.2105455,CRISP
7.307562,CRISP
7.530816,CRISP
7.1261015,CRISP
7.3773537,CRISP
7.5615835,CRISP
7.1517377,CRISP
7.186709,CRISP
7.748512,CRISP
6.9037423,CRISP
7.262038,CRISP
7.3900437,CRISP
7.486418,CRISP
6.894399,CRISP
7.239634,CRISP
7.7011175,CRISP
7.0905576,CRISP
7.235151,CRISP
7.448879,CRISP
7.2710934,CRISP
7.219881,CRISP
7.089522,CRISP
7.4455967,CRISP
7.043565,CRISP
7.0976872,CRISP
7.316104,CRISP
7.543085,CRISP
7.376589,CRISP
7.5419183,CRISP
7.2619867,CRISP
7.18544,CRISP
7.090973,CRISP
7.247601,CRISP
7.263147,CRISP
7.4326625,CRISP
7.062991,CRISP
7.0894628,CRISP
7.076913,CRISP
7.1999664,CRISP
7.1070914,CRISP
7.1552596,CRISP
7.441207,CRISP
7.3997955,CRISP
7.146067,CRISP
6.910535,CRISP
7.12505,CRISP
7.319058,CRISP
7.128066,CRISP
7.3825293,CRISP
7.7329254,CRISP
7.1959577,CRISP
7.40622,CRISP
7.443386,CRISP
7.730643,CRISP
7.6369643,CRISP
7.3904233,CRISP
7.7234154,CRISP
7.4428787,CRISP
7.5262766,CRISP
7.055264,CRISP
7.1374784,CRISP
7.186968,CRISP
7.5095534,CRISP
7.720322,CRISP
7.4348927,CRISP
7.386143,CRISP
7.731227,CRISP
7.2972555,CRISP
7.6509356,CRISP
7.579677,CRISP
7.138768,CRISP
7.427185,CRISP
7.179222,CRISP
7.294598,CRISP
6.983876,CRISP
7.509116,CRISP
7.133778,CRISP
7.3130345,CRISP
7.230806,CRISP
7.238102,CRISP
7.32002,CRISP
7.661482,CRISP
7.5447354,CRISP
7.320833,CRISP
7.3746266,CRISP
7.0676713,CRISP
7.036824,CRISP
7.204016,CRISP
7.3397536,CRISP
7.581724,CRISP
7.373246,CRISP
7.6051764,CRISP
6.8639026,CRISP
7.0442605,CRISP
7.419377,CRISP
7.3608103,CRISP
7.5598345,CRISP
7.12859,CRISP
7.1933093,CRISP
6.981551,CRISP
7.08832,CRISP
7.106751,CRISP
7.350733,CRISP
7.6324677,CRISP
7.5345054,CRISP
7.0860877,CRISP
7.1321354,CRISP
7.004334,CRISP
7.431039,CRISP
7.023085,CRISP
7.3637557,CRISP
7.1020813,CRISP
7.343587,CRISP
7.1910315,CRISP
7.5575466,CRISP
7.367875,CRISP
7.678019,CRISP
7.2882123,CRISP
7.463807,CRISP
7.4823995,CRISP
7.0874834,CRISP
7.0664043,CRISP
7.467035,CRISP
7.347294,CRISP
7.088122,CRISP
7.6742163,CRISP
6.93209,CRISP
7.12664,CRISP
7.1239996,CRISP
7.1508155,CRISP
7.1880517,CRISP
7.294691,CRISP
7.200112,CRISP
7.3101497,CRISP
7.16101,CRISP
7.161356,CRISP
7.2800956,CRISP
7.357501,CRISP
7.244831,CRISP
7.401217,CRISP
7.4436226,CRISP
7.626209,CRISP
7.347711,CRISP
7.3166976,CRISP
7.7018795,CRISP
7.420533,CRISP
7.1217566,CRISP
7.143594,CRISP
7.3193316,CRISP
7.303852,CRISP
6.995653,CRISP
6.87786,CRISP
7.3569574,CRISP
7.4517436,CRISP
7.0902324,CRISP
6.939372,CRISP
7.376668,CRISP
7.542444,CRISP
7.106512,CRISP
7.3484354,CRISP
7.58991,CRISP
7.4766154,CRISP
7.2065864,CRISP
7.2876034,CRISP
7.2780952,CRISP
7.244488,CRISP
7.23686,CRISP
7.095637,CRISP
7.2272725,CRISP
7.847591,CRISP
7.311184,CRISP
7.351321,CRISP
7.3156824,CRISP
7.2771187,CRISP
7.0285325,CRISP
7.009453,CRISP
7.3756866,CRISP
7.0435557,CRISP
7.2921457,CRISP
7.020334,CRISP
7.232504,CRISP
7.239877,CRISP
7.296551,CRISP
7.0303173,CRISP
7.2354407,CRISP
7.5794797,CRISP
7.3661184,CRISP
7.2451057,CRISP
7.4776964,CRISP
7.4133205,CRISP
7.255223,CRISP
7.604213,CRISP
7.225794,CRISP
7.4675612,CRISP
7.2233777,CRISP
7.2225537,CRISP
7.4305005,CRISP
7.190497,CRISP
7.42013,CRISP
7.3941813,CRISP
7.063132,CRISP
7.021238,CRISP
7.719874,CRISP
7.2608395,CRISP
7.3499384,CRISP
7.31893,CRISP
7.131539,CRISP
7.236642,CRISP
7.4077964,CRISP
7.7048235,CRISP
7.1062117,CRISP
7.409047,CRISP
7.250807,CRISP
7.097257,CRISP
7.6810102,CRISP
7.2771225,CRISP
6.89672,CRISP
6.995312,CRISP
7.1806355,CRISP
7.213365,CRISP
7.205634,CRISP
7.0538387,CRISP
7.3084254,CRISP
6.9435363,CRISP
7.588586,CRISP
7.390368,CRISP
7.103806,CRISP
7.2667656,CRISP
7.1553397,CRISP
7.244396,CRISP
7.504956,CRISP
7.1605353,CRISP
7.1925,CRISP
7.1422048,CRISP
7.1791687,CRISP
7.1708508,CRISP
7.258371,CRISP
7.2123027,CRISP
7.7149706,CRISP
6.951719,CRISP
7.1236653,CRISP
7.494901,CRISP
7.496985,CRISP
7.2279744,CRISP
6.9339824,CRISP
7.263345,CRISP
7.1669903,CRISP
7.206403,CRISP
6.969298,CRISP
7.3616433,CRISP
7.1276855,CRISP
6.8309493,CRISP
7.123036,CRISP
7.254725,CRISP
7.0916204,CRISP
7.641572,CRISP
7.108568,CRISP
7.3403034,CRISP
7.3308797,CRISP
7.4332924,CRISP
7.119605,CRISP
7.738265,CRISP
7.165699,CRISP
7.3003263,CRISP
7.305444,CRISP
7.389633,CRISP
7.2416654,CRISP
7.4444127,CRISP
