,gt,pred,de
12036,0.047685206,0.00019092858,False
12050,-0.12386173,-0.09316367,False
12049,-0.13507465,-0.074211925,False
12048,-0.02238147,-0.055089407,False
12047,-0.23255017,-0.009216309,False
12046,0.1759857,-0.026533365,False
12045,-0.009375232,-0.009375232,False
12035,-0.0417642,-0.13979197,False
12044,-0.009439915,0.023778558,False
12042,-0.07076031,-0.010861218,False
12041,0.135912,0.01217249,False
12040,0.011494413,-0.02279453,False
12039,-0.0050767665,-0.0041561527,False
12038,0.124396205,-0.033413887,False
12037,0.012432512,-0.0045995875,False
12043,0.031698007,0.01118819,False
11944,-0.027236894,-0.0034226477,False
12230,-0.29963994,-0.11443418,False
12232,-0.15884379,0.09182528,False
12411,0.067721754,-0.003809005,False
12412,0.0,0.0,False
12413,-0.04445214,-0.014500871,False
12414,-0.21401507,-0.00943625,False
12415,0.0,0.0,False
12416,-0.038853973,-0.006774679,False
12417,-0.3194641,-0.1672709,False
12418,-0.85099983,-0.24548435,False
12419,0.048399866,-0.028799742,False
12420,-0.0077828495,-0.0077828495,False
12421,-0.047251623,-0.047251623,False
12422,-0.1446001,-0.02723308,False
12423,-0.04743296,-0.03795871,False
12424,-0.2812637,0.06986451,False
12425,-0.004386902,-0.23218155,False
12426,0.032516852,-0.048072703,False
12427,0.0,0.0,False
12441,-0.22120064,-0.04949951,False
12440,-0.44862127,-0.22537422,False
12439,-0.19136833,-0.06475106,False
12438,-0.011691889,0.01338831,False
12437,0.021864533,-0.08311099,False
12436,0.054889143,0.018935442,False
12410,0.0051893294,0.028344035,False
12435,0.0,0.0,False
12433,-0.018469416,-0.011606151,False
12432,0.008410282,-0.059875406,False
12431,0.0,0.0,False
12430,0.0041090697,-0.039037358,False
12429,-0.0044077365,-0.0044077365,False
12428,-0.021056471,-0.021056471,False
12434,-0.7691519,-0.14634895,False
12409,-0.12742877,-0.018204033,False
12408,-0.05490291,0.05861759,False
12407,-0.1435746,-0.15217876,False
12388,0.068153635,-0.01008423,False
12387,0.059082225,-0.0019776225,False
12386,-0.015222137,-0.015222137,False
12385,-0.048842236,-0.1288042,False
12384,-0.6593201,-0.0958271,False
12383,-0.0026346631,0.012894621,False
12389,-0.076003395,0.028438918,False
12382,-0.0052376073,0.0012428779,False
12380,0.0373109,-0.024729908,False
12379,-0.29734674,-0.05816245,False
12378,0.059167683,-0.05315435,False
12377,-0.020743743,-0.059434727,False
12376,-0.026379228,0.06980705,False
12375,-0.12206073,-0.020192146,False
12381,0.05391194,-0.026074082,False
12442,-0.12492506,0.0023627877,False
12390,-0.29306465,0.0065060854,False
12392,-0.10658386,-0.017351449,False
12406,-0.03872497,-0.03872497,False
12405,-0.015529968,0.035963863,False
12404,-0.013417126,-0.013417126,False
12403,0.014275052,-0.009608442,False
12402,0.013953145,-0.008657173,False
12401,0.012377894,-0.010210887,False
12391,-0.16641152,-0.09531295,False
12400,-0.67597914,-0.39156175,False
12398,0.34941566,-0.15238512,False
12397,-0.015751272,-0.039420668,False
12396,0.054163083,0.0101154,False
12395,-0.032415584,0.011181846,False
12394,-0.026629508,-0.008204877,False
12393,0.03893654,-0.03149391,False
12399,0.004918337,-0.01243335,False
12374,-0.470173,-0.2526512,False
12443,-0.008280903,0.021445185,False
12445,-0.33023757,-0.024057806,False
12482,-0.07753444,-0.11411357,False
12483,-0.028916419,0.06015709,False
12484,-0.017592447,-0.017592447,False
12485,0.0032777674,-0.019087393,False
12486,-0.10314655,0.064149976,False
12487,-0.018512174,0.005851522,False
12488,-0.07573971,-0.03305708,False
12489,0.042270407,0.035814196,False
12490,-0.07956347,-0.009078115,False
12491,-0.038712926,-0.004830461,False
12492,-0.00043557025,-0.02417223,False
12493,-0.5812121,-0.09645617,False
12494,-0.041270554,-0.04463905,False
12495,0.07957755,-0.054519024,False
12496,-0.09177804,0.077389985,False
12497,0.08215845,-0.05371499,False
12498,-0.113541365,-0.024692953,False
12512,0.112206936,-0.107794404,False
12511,-0.23977894,0.021291494,False
12510,-0.013639107,0.0062624067,False
12509,0.30505276,-0.038444757,False
12508,-0.04003621,0.015130892,False
12507,0.2548247,0.07511598,False
12481,-0.49790835,-0.148188,False
12506,-0.13979661,-0.0053778887,False
12504,-0.03462358,-0.0037247408,False
12503,-0.04176283,-0.06519073,False
12502,0.014061935,0.0030239858,False
12501,-0.37303853,-0.056788802,False
12500,-0.15921718,0.017833978,False
12499,-0.3674184,-0.24342728,False
12505,0.09239438,0.0025633425,False
12480,-0.1476003,0.014789522,False
12479,-0.016701294,0.013405323,False
12478,0.032200903,-0.004136741,False
12459,-0.010240436,0.0052604377,False
12458,0.03924011,0.015031833,False
12457,0.4590764,-0.28875017,False
12456,-0.010829231,0.0126276575,False
12455,0.0,0.0,False
12454,-0.05030489,0.08015919,False
12460,-0.11824841,-0.040074714,False
12453,-0.052933592,0.016124256,False
12451,0.06252974,-0.005516827,False
12450,0.16071579,0.023033142,False
12449,-0.018292006,-0.018292006,False
12448,-0.17239457,-0.08433008,False
12447,0.04818033,-0.036929008,False
12446,0.0030356552,-0.018695125,False
12452,-0.15378344,-0.044341847,False
12444,-0.19955972,-0.11811656,False
12461,-0.08880581,-0.009388223,False
12463,-0.53131986,-0.3077588,False
12477,0.20098686,0.0004931092,False
12476,0.0,0.0,False
12475,-0.15642762,0.04126382,False
12474,0.17095888,0.01476109,False
12473,0.029627077,-0.059229687,False
12472,-0.0663019,0.01911062,False
12462,0.14926518,-0.019294932,False
12471,-0.031153291,-0.018523097,False
12469,0.014876908,-0.024476757,False
12468,0.054021835,-0.088165164,False
12467,-0.32322538,-0.0922088,False
12466,-0.036593676,-0.10489464,False
12465,-0.117111444,-0.08201063,False
12464,0.06515443,-0.06462407,False
12470,0.09470098,0.017151684,False
12231,-0.091751486,-0.044214338,False
12373,-0.014954589,-0.064665794,False
12371,-0.06290388,-0.029337883,False
12269,-0.21105564,-0.08387792,False
12270,-0.13579237,0.0028197765,False
12271,-0.005140978,-0.004832139,False
12272,-0.18133974,-0.12808871,False
12273,0.11637789,0.034577727,False
12274,-0.07129216,-0.017886877,False
12275,0.057167627,-0.0114623085,False
12276,-0.113779694,-0.059346437,False
12277,0.13256788,-0.11486125,False
12278,-0.038558528,-0.00095275044,False
12279,-0.08547988,0.0043049753,False
12280,-0.077639766,-0.0020388216,False
12281,0.04959382,0.01500763,False
12282,-0.034691185,-0.002081789,False
12283,-0.012856223,0.013974182,False
12284,-0.04590159,-0.04590159,False
12285,-0.0050052092,-0.0050052092,False
12299,0.3146,-0.055456877,False
12298,-0.35770202,-0.014713049,False
12297,-0.5986926,-1.1638567,False
12296,-0.28897324,0.011618853,False
12295,0.05271697,-0.100456715,False
12294,-0.0046966965,-0.0046966965,False
12268,0.0,0.0,False
12293,0.047865413,-0.018711476,False
12291,0.16370955,-0.0036334842,False
12290,-0.08665538,-0.06497383,False
12289,0.3525635,-0.026863933,False
12288,-0.002225399,-0.06142664,False
12287,-0.30973876,-0.10180354,False
12286,0.003167726,-0.0131910555,False
12292,-0.004801857,-0.004801857,False
12267,0.110883474,-0.20240688,False
12266,0.047451258,-0.011034042,False
12265,0.09699689,0.014764477,False
12246,-0.022031546,0.0017911177,False
12245,-0.009420799,-0.009420799,False
12244,0.018612556,0.008754894,False
12243,-0.17447722,0.06519008,False
12242,-0.20077133,-0.13476157,False
12241,-0.11457611,-0.017136842,False
12247,-0.6465261,-0.18574488,False
12240,0.0,0.0,False
12238,0.0032475851,-0.00036583655,False
12237,-0.012261025,-0.012261025,False
12236,0.026382461,-0.026273072,False
12235,-0.014323029,-0.014323029,False
12234,-0.01692629,0.0076806135,False
12233,-0.004931114,-0.004931114,False
12239,-0.025751205,-0.00019569881,False
12300,-0.03665267,-0.035653606,False
12248,0.15668884,-0.045041054,False
12250,-0.009370013,-0.008437564,False
12264,-0.20706265,-0.03893879,False
12263,0.093256086,0.010962751,False
12262,0.0,0.0,False
12261,0.013706848,-0.055158287,False
12260,-0.004699221,-0.004699221,False
12259,-0.030256705,-0.0064481795,False
12249,-0.0205837,-0.0205837,False
12258,0.053284515,-0.025487509,False
12256,0.0018224455,-0.004601661,False
12255,0.0,0.0,False
12254,-0.028313974,-0.028313974,False
12253,-0.445256,-0.050059915,False
12252,0.060644507,-0.005090565,False
12251,-0.05598986,0.028268933,False
12257,0.0,0.0008301684,False
12372,-0.01591961,-0.038524494,False
12301,0.00585787,0.0005402565,False
12303,0.062239528,-0.06423545,False
12340,0.12962565,0.016876966,False
12341,-0.015219215,-0.02319801,False
12342,-0.013263139,0.008187008,False
12343,-0.03366144,0.04913892,False
12344,-0.058971055,0.009761915,False
12345,-0.013609409,0.02068159,False
12346,-0.23516059,-0.08042693,False
12347,-0.12030336,-0.0592674,False
12348,0.10826701,0.03863871,False
12349,0.054121137,-0.025043845,False
12350,0.12048328,-0.009108365,False
12351,-0.27133623,-0.09731996,False
12352,-0.42501903,-0.02265668,False
12353,-0.15463066,-0.013363719,False
12354,-0.49851984,0.00044190884,False
12355,-0.8127267,-0.19314826,False
12356,-0.046899915,0.0065369606,False
12370,-0.0100629665,-0.031830326,False
12369,-0.13043469,-0.040967643,False
12368,0.018789291,0.03722477,False
12367,-0.032104455,0.0078212395,False
12366,-0.07425538,-0.056129694,False
12365,-0.1934168,-0.102797836,False
12339,-0.02187021,0.012893796,False
12364,-0.042746305,0.028295994,False
12362,0.010649264,-0.030502662,False
12361,0.01246171,-0.009168639,False
12360,0.0723753,-0.16059244,False
12359,0.014708763,0.026775518,False
12358,-0.01844616,-0.01844616,False
12357,0.31339538,-0.021267295,False
12363,-0.38938558,-0.07323682,False
12338,-0.2213698,-0.123708606,False
12337,-0.034613803,0.05210565,False
12336,-0.08150618,-0.054246873,False
12317,-0.05154538,-0.034932084,False
12316,-0.07624655,-0.007408567,False
12315,-0.005611213,-0.026830371,False
12314,0.01629425,-0.01826279,False
12313,0.050517246,-0.01880119,False
12312,0.0,0.0,False
12318,0.05917263,0.019947588,False
12311,-0.024995178,0.11922099,False
12309,0.11720237,-0.03907019,False
12308,0.001725167,-0.015295743,False
12307,0.16266966,-0.16643023,False
12306,0.13678932,0.060926914,False
12305,-0.0816713,0.057924926,False
12304,-0.038893618,0.012366518,False
12310,0.097766995,-0.03727913,False
12302,0.06630857,-0.039095297,False
12319,0.010573894,-0.014938384,False
12321,-0.027700126,-0.007931858,False
12335,0.014399886,0.007071644,False
12334,0.07573795,0.046943218,False
12333,0.10475719,-0.15834701,False
12332,-0.326369,-0.0725317,False
12331,-0.009026485,-0.032150026,False
12330,-0.07649648,-0.039741933,False
12320,0.08396149,0.031891942,False
12329,-0.09330705,-0.07637045,False
12327,-0.2500801,-0.12073147,False
12326,-0.090876,0.022763133,False
12325,0.20780396,-0.05633664,False
12324,0.047185183,0.006363243,False
12323,-0.14831507,0.04905507,False
12322,-0.06683433,-0.00491789,False
12328,0.04677525,0.010420173,False
12513,-0.023444414,0.074994326,False
11943,0.0026212186,0.007420838,False
11941,-0.057821274,-0.047991455,False
11554,-0.012115307,-0.012115307,False
11555,-0.004629196,-0.004629196,False
11556,-0.10706103,0.031105042,False
11557,0.31116796,-0.14657211,False
11558,-0.109338075,0.014369369,False
11559,-0.0102720745,-0.0102720745,False
11560,0.017941058,0.015580803,False
11561,-0.060008943,-0.010681391,False
11562,-0.11039609,-0.07317418,False
11563,-0.068771385,-0.023372486,False
11564,-0.02708932,-0.022781558,False
11565,-0.13213801,0.03521037,False
11566,-0.09570563,-0.0107883215,False
11567,-0.12655023,9.191036e-05,False
11568,0.1325506,-0.069060385,False
11569,-0.1726535,0.012782007,False
11570,0.0,0.0,False
11584,0.00034976006,-0.075378776,False
11583,-0.013055552,-0.013055552,False
11582,0.008283153,-0.008721218,False
11581,0.010889351,-0.026287973,False
11580,-0.23142326,-0.122769,False
11579,-0.02072879,0.04066921,False
11553,-0.009916325,-0.009916325,False
11578,0.0,0.0,False
11576,0.110115424,0.0002258867,False
11575,0.011327088,-0.047688544,False
11574,-0.024692925,0.015713511,False
11573,0.11688864,0.031329215,False
11572,0.093523756,-0.20504297,False
11571,0.41880357,-0.0010732412,False
11577,0.0,0.0025492897,False
11552,-0.00854031,-0.00854031,False
11551,-0.025426382,-0.044269424,False
11550,0.004163984,-0.05341919,False
11531,0.0031767413,-0.032675657,False
11530,0.0443151,0.040494144,False
11529,0.013717105,-0.0036995555,False
11528,0.0,0.0,False
11527,-0.09310605,0.022562593,False
11526,0.035286784,0.030683696,False
11532,-0.0070319176,0.10523009,False
11525,-0.0049597723,-0.0049597723,False
11523,-0.015080165,-0.031140082,False
11522,-0.10843436,-0.03422472,False
11521,0.0,0.0,False
11520,0.0,0.00016113569,False
11519,0.0,0.0,False
11518,-0.004671073,-0.004671073,False
11524,-0.08070886,0.0031111836,False
11585,0.03804052,-0.010510713,False
11533,0.0,0.0,False
11535,-0.009691102,-0.009691102,False
11549,-0.010044637,-0.010044637,False
11548,0.043788876,0.00062320905,False
11547,-0.03821726,-0.03821726,False
11546,0.0133588575,-0.009357022,False
11545,-0.034439057,-0.11363692,False
11544,0.0,0.001293787,False
11534,-0.012981322,-0.03457408,False
11543,0.00024354458,-0.023466079,False
11541,-0.015903482,-0.039485257,False
11540,0.037076518,-0.029772907,False
11539,-0.0049393275,-0.0049393275,False
11538,-0.061756536,-0.061756536,False
11537,0.03882,-0.031368546,False
11536,-0.057956878,-0.057956878,False
11542,-0.0094262855,-0.0094262855,False
11517,-0.003413568,-0.0016542424,False
11586,-0.491077,-0.21434557,False
11588,-0.042006213,-0.042006213,False
11625,-0.045703664,-2.4035573e-05,False
11626,0.34136093,-0.016498804,False
11627,0.044297025,0.018466592,False
11628,-0.15288463,-0.17021823,False
11629,-0.005134296,-0.005134296,False
11630,0.47490895,0.013861775,False
11631,-0.055087823,-0.03476865,False
11632,0.0,0.0,False
11633,-0.0014637578,-0.024384007,False
11634,-0.23849115,-0.01761061,False
11635,-0.004898398,-0.004898398,False
11636,-0.0028289128,-0.019330358,False
11637,-0.1260739,-0.14075762,False
11638,-0.0027111545,0.03354627,False
11639,0.0,0.0,False
11640,0.037001144,-0.007129996,False
11642,-0.03302438,0.010026265,False
11656,0.0019459948,0.022127427,False
11655,0.14119995,-0.113853335,False
11654,0.2064625,-0.039278805,False
11653,-0.049616013,-0.029485537,False
11652,-0.005148229,-0.005148229,False
11651,-0.07310195,-0.03935282,False
11624,0.02926451,-0.17042272,False
11650,0.31986332,-0.052248,False
11648,-0.112680495,-0.120559275,False
11647,0.007881295,-0.038877077,False
11646,-0.39195466,-0.055799484,False
11645,0.09555282,-0.028808981,False
11644,0.06400657,0.04731798,False
11643,-0.024185695,-0.047074687,False
11649,0.09461248,-0.0040169954,False
11623,-0.029858824,-0.051730055,False
11622,-0.10235864,-0.09275532,False
11621,-0.17145585,-0.016007885,False
11602,0.07678974,-0.08618629,False
11601,0.0,0.0,False
11600,0.0031172037,0.009049892,False
11599,0.019102544,6.2172503e-06,False
11598,-0.0050258595,-0.0049176444,False
11597,0.009193189,-0.05520893,False
11603,0.018497705,0.017597213,False
11596,-0.101976424,-0.031190455,False
11594,-0.31927073,-0.083982944,False
11593,-0.1864109,-0.23390627,False
11592,-0.0039614746,-0.0039614746,False
11591,-0.03728218,-0.022273282,False
11590,-0.13282901,-0.016091406,False
11589,-0.008328776,-0.007589453,False
11595,0.006934881,0.014647245,False
11587,-0.08910763,0.086196706,False
11604,-0.17751187,-0.05252406,False
11606,0.089862466,0.0022255778,False
11620,0.035327256,0.057208717,False
11619,0.055263296,-0.10727018,False
11618,-0.08991039,0.0018671751,False
11617,0.01737559,-0.0045406297,False
11616,-0.028778523,-0.03234175,False
11615,0.17918134,-0.050067306,False
11605,-0.015376049,-0.015376049,False
11614,0.01603701,-0.04032575,False
11612,-0.116283655,-0.004448056,False
11611,0.0022883378,-0.01530727,False
11610,0.014428657,-0.008839145,False
11609,-0.23203516,-0.06684077,False
11608,-0.2231564,-0.03290814,False
11607,0.0,0.0,False
11613,-0.026893571,-0.065746725,False
11657,0.20258993,-0.011239648,False
11516,0.0,0.0,False
11514,0.20578456,0.103058815,False
11412,0.0,0.0,False
11413,0.053324506,0.023294598,False
11414,0.056420445,0.008236907,False
11415,-0.06667118,-0.041380897,False
11416,-0.07267098,-0.044524536,False
11417,-0.07838127,-0.052824765,False
11418,0.18225467,0.028524399,False
11419,-0.028265703,0.006300766,False
11420,-0.007824719,-0.06964914,False
11421,-0.28030246,-0.16687402,False
11422,0.04583776,0.012211256,False
11423,0.0,0.0,False
11424,-0.15430868,0.007455766,False
11425,-0.049775183,-0.07067257,False
11426,-0.17022407,-0.18140996,False
11427,-0.0217973,-0.026705563,False
11428,0.11772102,0.03495288,False
11442,-0.14484029,-0.055807054,False
11441,-0.16581625,-0.036442935,False
11440,-0.040495325,0.0060763806,False
11439,0.35545826,0.011692464,False
11438,-0.023555636,-0.061511695,False
11437,-0.031269357,-0.031269357,False
11411,-0.3318051,-0.13619971,False
11436,-0.07686567,-0.05069077,False
11434,-0.006257711,-0.02915173,False
11433,-0.04608324,-0.017094195,False
11432,-0.13605031,-0.0427963,False
11431,-0.09630805,-0.05918485,False
11430,-0.056061972,-0.027456567,False
11429,-0.1542275,-0.028036654,False
11435,-0.061240107,-0.014077038,False
11410,-0.132438,-0.11193341,False
11409,-0.16591823,-0.06710911,False
11408,-0.17040735,-0.10122162,False
11389,0.03358939,-0.0053157425,False
11388,-0.06524956,-0.045117795,False
11387,0.031091865,0.009698111,False
11386,0.022819713,-0.022614982,False
11385,0.06974289,0.005727481,False
11384,0.055103064,-0.049858928,False
11390,-0.07326871,-0.06540704,False
11383,0.023985118,-0.05009854,False
11381,0.017696321,-0.02402696,False
11380,-0.06435323,-0.20629728,False
11379,0.23618871,-0.02018034,False
11378,0.16695583,0.032022834,False
11377,-0.016435951,-0.09339899,False
11376,0.19145441,-0.09498286,False
11382,-0.62284565,-0.2257688,False
11443,-0.0187141,0.07198402,False
11391,-0.005866958,-9.5404685e-05,False
11393,-0.1889062,0.013166487,False
11407,-0.35230386,-0.054600954,False
11406,-0.40405035,-0.020966291,False
11405,0.016580388,0.072708115,False
