split,cell_type,drug,dose,true_prop,ctrl_prop,crisp_prop,diffcrisp_prop,crisp_error,diffcrisp_error,improvement,diffcrisp_win,threshold,n_true,n_ctrl,n_crisp,n_diffcrisp,cov_drug
split,T regulatory cells,Clemastine,0.0709219858156028,0.8292682926829268,0.05,0.0,0.002,0.8292682926829268,0.8272682926829268,0.0020000000000000018,1,5.593552613258361,41,1000,1000,1000,T regulatory cells_Clemastine
split3,T cells CD8+,Clomipramine,0.0709219858156028,0.4666666666666667,0.05,0.0,0.001,0.4666666666666667,0.4656666666666667,0.0010000000000000009,1,11.280411529541013,60,1000,1000,1000,T cells CD8+_Clomipramine
split3,T cells CD8+,Phenylbutazone,0.0709219858156028,0.3974358974358974,0.05,0.0,0.001,0.3974358974358974,0.3964358974358974,0.0010000000000000009,1,9.596140527725213,78,1000,1000,1000,T cells CD8+_Phenylbutazone
split,T regulatory cells,Resminostat,0.0709219858156028,1.0,0.05,0.0,0.001,1.0,0.999,0.0010000000000000009,1,9.348135662078857,12,1000,1000,1000,T regulatory cells_Resminostat
split2,T cells CD4+,LDN193189,0.0709219858156028,0.23247232472324722,0.05,0.009,0.01,0.2234723247232472,0.2224723247232472,0.0010000000000000009,1,7.368946170806883,813,1000,1000,1000,T cells CD4+_LDN193189
split,T regulatory cells,Clotrimazole,0.0709219858156028,0.9393939393939394,0.05,0.0,0.001,0.9393939393939394,0.9383939393939394,0.0010000000000000009,1,5.413166046142577,33,1000,1000,1000,T regulatory cells_Clotrimazole
split2,T cells CD4+,Buspirone,0.0709219858156028,0.17117117117117117,0.05,0.0,0.001,0.17117117117117117,0.17017117117117117,0.0010000000000000009,1,7.275883388519286,666,1000,1000,1000,T cells CD4+_Buspirone
split2,T cells CD4+,MometasoneFuroate,0.0709219858156028,0.9831649831649831,0.05,0.993,0.992,0.009835016835016863,0.008835016835016862,0.0010000000000000009,1,5.2602827787399296,594,1000,1000,1000,T cells CD4+_MometasoneFuroate
split,T regulatory cells,Flutamide,0.0709219858156028,0.725,0.05,0.011,0.012,0.714,0.713,0.0010000000000000009,1,6.859386181831359,40,1000,1000,1000,T regulatory cells_Flutamide
split,T regulatory cells,Dactolisib,0.0709219858156028,0.9642857142857143,0.05,0.951,0.977,0.013285714285714345,0.012714285714285678,0.0005714285714286671,1,9.607538938522337,28,1000,1000,1000,T regulatory cells_Dactolisib
split3,NK cells,Azacitidine,0.0709219858156028,0.31932773109243695,0.05,0.0,0.0,0.31932773109243695,0.31932773109243695,0.0,0,6.26855182647705,357,1000,1000,1000,NK cells_Azacitidine
split3,T cells CD8+,MometasoneFuroate,0.0709219858156028,1.0,0.05,1.0,1.0,0.0,0.0,0.0,0,5.313118600845336,78,1000,1000,1000,T cells CD8+_MometasoneFuroate
split3,T cells CD8+,GW843682X,0.0709219858156028,0.43209876543209874,0.05,0.0,0.0,0.43209876543209874,0.43209876543209874,0.0,0,8.156647014617919,81,1000,1000,1000,T cells CD8+_GW843682X
split,T regulatory cells,Imatinib,0.0709219858156028,0.8823529411764706,0.05,0.0,0.0,0.8823529411764706,0.8823529411764706,0.0,0,5.068040466308592,34,1000,1000,1000,T regulatory cells_Imatinib
split,T regulatory cells,Decitabine,0.0709219858156028,0.8709677419354839,0.05,0.0,0.0,0.8709677419354839,0.8709677419354839,0.0,0,5.23322319984436,31,1000,1000,1000,T regulatory cells_Decitabine
split,T regulatory cells,GO6976,0.0709219858156028,0.9583333333333334,0.05,0.0,0.0,0.9583333333333334,0.9583333333333334,0.0,0,4.538759684562683,24,1000,1000,1000,T regulatory cells_GO6976
split3,T cells CD8+,TR14035,0.0709219858156028,0.33636363636363636,0.05,0.0,0.0,0.33636363636363636,0.33636363636363636,0.0,0,8.192968416213986,110,1000,1000,1000,T cells CD8+_TR14035
split2,T cells CD4+,MLN2238,0.0709219858156028,0.9913916786226685,0.05,1.0,1.0,0.008608321377331474,0.008608321377331474,0.0,0,4.018295764923095,697,1000,1000,1000,T cells CD4+_MLN2238
split2,T cells CD4+,IN1451,0.0709219858156028,0.9738562091503268,0.05,1.0,1.0,0.02614379084967322,0.02614379084967322,0.0,0,6.6067217588424665,612,1000,1000,1000,T cells CD4+_IN1451
split3,T cells CD8+,Amiodarone,0.0709219858156028,0.43548387096774194,0.05,0.0,0.0,0.43548387096774194,0.43548387096774194,0.0,0,7.9756282329559305,62,1000,1000,1000,T cells CD8+_Amiodarone
split2,T cells CD4+,CEP18770Delanzomib,0.0709219858156028,0.9922048997772829,0.05,1.0,1.0,0.007795100222717122,0.007795100222717122,0.0,0,3.921230900287625,898,1000,1000,1000,T cells CD4+_CEP18770Delanzomib
split2,T cells CD4+,OprozomibONX0912,0.0709219858156028,0.9943977591036415,0.05,1.0,1.0,0.0056022408963585235,0.0056022408963585235,0.0,0,4.074696469306941,714,1000,1000,1000,T cells CD4+_OprozomibONX0912
split2,T cells CD4+,AT13387,0.0709219858156028,0.9834558823529411,0.05,1.0,1.0,0.016544117647058876,0.016544117647058876,0.0,0,5.615055799484252,544,1000,1000,1000,T cells CD4+_AT13387
split3,NK cells,Amiodarone,0.0709219858156028,0.24013157894736842,0.05,0.0,0.0,0.24013157894736842,0.24013157894736842,0.0,0,6.345552968978882,304,1000,1000,1000,NK cells_Amiodarone
split3,T cells CD8+,RN486,0.0709219858156028,0.6290322580645161,0.05,0.0,0.0,0.6290322580645161,0.6290322580645161,0.0,0,6.923420524597168,62,1000,1000,1000,T cells CD8+_RN486
split,T regulatory cells,Buspirone,0.0709219858156028,0.5555555555555556,0.05,0.0,0.0,0.5555555555555556,0.5555555555555556,0.0,0,7.309082436561583,54,1000,1000,1000,T regulatory cells_Buspirone
split3,NK cells,Chlorpheniramine,0.0709219858156028,0.21385542168674698,0.05,0.0,0.0,0.21385542168674698,0.21385542168674698,0.0,0,7.374130392074583,332,1000,1000,1000,NK cells_Chlorpheniramine
split3,T cells CD8+,PorcnInhibitorIII,0.0709219858156028,0.6101694915254238,0.05,0.0,0.0,0.6101694915254238,0.6101694915254238,0.0,0,7.595141720771789,59,1000,1000,1000,T cells CD8+_PorcnInhibitorIII
split3,NK cells,Alvocidib,0.0709219858156028,1.0,0.05,0.0,0.0,1.0,1.0,0.0,0,4.437928581237792,6,1000,1000,1000,NK cells_Alvocidib
split,Myeloid cells,CHIR99021,0.0709219858156028,0.67578125,0.05,0.0,0.0,0.67578125,0.67578125,0.0,0,7.7720603227615355,256,1000,1000,1000,Myeloid cells_CHIR99021
split,T regulatory cells,Navitoclax,0.0709219858156028,0.7241379310344828,0.05,0.0,0.0,0.7241379310344828,0.7241379310344828,0.0,0,4.831853675842285,58,1000,1000,1000,T regulatory cells_Navitoclax
split3,T cells CD8+,Navitoclax,0.0709219858156028,0.7647058823529411,0.05,0.0,0.0,0.7647058823529411,0.7647058823529411,0.0,0,7.055714225769043,34,1000,1000,1000,T cells CD8+_Navitoclax
split,T regulatory cells,OprozomibONX0912,0.0709219858156028,1.0,0.05,1.0,1.0,0.0,0.0,0.0,0,6.149625754356382,256,1000,1000,1000,T regulatory cells_OprozomibONX0912
split,T regulatory cells,CEP37440,0.0709219858156028,0.515625,0.05,0.0,0.0,0.515625,0.515625,0.0,0,8.330361509323119,64,1000,1000,1000,T regulatory cells_CEP37440
split,T regulatory cells,MGCD265,0.0709219858156028,0.868421052631579,0.05,0.0,0.0,0.868421052631579,0.868421052631579,0.0,0,4.816870141029357,38,1000,1000,1000,T regulatory cells_MGCD265
split,T regulatory cells,SB525334,0.0709219858156028,0.9074074074074074,0.05,0.0,0.0,0.9074074074074074,0.9074074074074074,0.0,0,4.508430314064026,54,1000,1000,1000,T regulatory cells_SB525334
split,T regulatory cells,TR14035,0.0709219858156028,0.9705882352941176,0.05,0.0,0.0,0.9705882352941176,0.9705882352941176,0.0,0,5.254477787017822,34,1000,1000,1000,T regulatory cells_TR14035
split,T regulatory cells,SCH58261,0.0709219858156028,0.967741935483871,0.05,0.0,0.0,0.967741935483871,0.967741935483871,0.0,0,4.176580643653869,31,1000,1000,1000,T regulatory cells_SCH58261
split3,T cells CD8+,BID1870,0.0709219858156028,0.6538461538461539,0.05,0.0,0.0,0.6538461538461539,0.6538461538461539,0.0,0,7.616664600372313,52,1000,1000,1000,T cells CD8+_BID1870
split,T regulatory cells,Cabozantinib,0.0709219858156028,0.8148148148148148,0.05,0.003,0.003,0.8118148148148148,0.8118148148148148,0.0,0,4.865879368782041,54,1000,1000,1000,T regulatory cells_Cabozantinib
split3,T cells CD8+,Quizartinib,0.0709219858156028,0.7857142857142857,0.05,0.0,0.0,0.7857142857142857,0.7857142857142857,0.0,0,5.971984291076658,56,1000,1000,1000,T cells CD8+_Quizartinib
split3,T cells CD8+,LDN193189,0.0709219858156028,0.5135135135135135,0.05,0.0,0.0,0.5135135135135135,0.5135135135135135,0.0,0,7.05533046722412,74,1000,1000,1000,T cells CD8+_LDN193189
split3,T cells CD8+,Alogliptin,0.0709219858156028,0.38333333333333336,0.05,0.0,0.0,0.38333333333333336,0.38333333333333336,0.0,0,12.29642219543457,60,1000,1000,1000,T cells CD8+_Alogliptin
split,T regulatory cells,Tipifarnib,0.0709219858156028,0.9473684210526315,0.05,0.0,0.0,0.9473684210526315,0.9473684210526315,0.0,0,5.3068958759307865,38,1000,1000,1000,T regulatory cells_Tipifarnib
split3,T cells CD8+,Defactinib,0.0709219858156028,0.5057471264367817,0.05,0.0,0.0,0.5057471264367817,0.5057471264367817,0.0,0,6.937654066085814,87,1000,1000,1000,T cells CD8+_Defactinib
split3,NK cells,RVX208,0.0709219858156028,0.49441340782122906,0.05,0.0,0.0,0.49441340782122906,0.49441340782122906,0.0,0,6.272758436202995,358,1000,1000,1000,NK cells_RVX208
split3,NK cells,CGP60474,0.0709219858156028,1.0,0.05,0.0,0.0,1.0,1.0,0.0,0,7.67954454421997,6,1000,1000,1000,NK cells_CGP60474
split3,T cells CD8+,Foretinib,0.0709219858156028,0.547945205479452,0.05,0.0,0.0,0.547945205479452,0.547945205479452,0.0,0,7.797714161872864,73,1000,1000,1000,T cells CD8+_Foretinib
split3,T cells CD8+,BMS777607,0.0709219858156028,0.47674418604651164,0.05,0.0,0.0,0.47674418604651164,0.47674418604651164,0.0,0,8.267013072967528,86,1000,1000,1000,T cells CD8+_BMS777607
split3,T cells CD8+,Vardenafil,0.0709219858156028,0.5,0.05,0.0,0.0,0.5,0.5,0.0,0,12.219466972351073,56,1000,1000,1000,T cells CD8+_Vardenafil
split3,T cells CD8+,Decitabine,0.0709219858156028,0.6029411764705882,0.05,0.0,0.0,0.6029411764705882,0.6029411764705882,0.0,0,6.637526726722717,68,1000,1000,1000,T cells CD8+_Decitabine
split3,NK cells,Phenylbutazone,0.0709219858156028,0.24129353233830847,0.05,0.0,0.0,0.24129353233830847,0.24129353233830847,0.0,0,6.484821915626524,402,1000,1000,1000,NK cells_Phenylbutazone
split3,T cells CD8+,CEP18770Delanzomib,0.0709219858156028,1.0,0.05,1.0,1.0,0.0,0.0,0.0,0,5.851280379295348,389,1000,1000,1000,T cells CD8+_CEP18770Delanzomib
split3,T cells CD8+,Ixabepilone,0.0709219858156028,0.7464788732394366,0.05,0.0,0.0,0.7464788732394366,0.7464788732394366,0.0,0,7.0168604135513295,71,1000,1000,1000,T cells CD8+_Ixabepilone
split3,NK cells,AZD3514,0.0709219858156028,0.38436482084690554,0.05,0.0,0.0,0.38436482084690554,0.38436482084690554,0.0,0,6.1421539068222035,307,1000,1000,1000,NK cells_AZD3514
split3,T cells CD8+,MLN2238,0.0709219858156028,1.0,0.05,1.0,1.0,0.0,0.0,0.0,0,5.796891760826111,392,1000,1000,1000,T cells CD8+_MLN2238
split3,T cells CD8+,TIE2KinaseInhibitor,0.0709219858156028,0.41975308641975306,0.05,0.0,0.0,0.41975308641975306,0.41975308641975306,0.0,0,7.885021567344665,81,1000,1000,1000,T cells CD8+_TIE2KinaseInhibitor
split3,T cells CD8+,ABT737,0.0709219858156028,0.8536585365853658,0.05,0.0,0.0,0.8536585365853658,0.8536585365853658,0.0,0,6.7818756103515625,41,1000,1000,1000,T cells CD8+_ABT737
split3,T cells CD8+,Cabozantinib,0.0709219858156028,0.46153846153846156,0.05,0.0,0.0,0.46153846153846156,0.46153846153846156,0.0,0,6.527972674369812,104,1000,1000,1000,T cells CD8+_Cabozantinib
split3,T cells CD8+,Protriptyline,0.0709219858156028,0.6176470588235294,0.05,0.0,0.0,0.6176470588235294,0.6176470588235294,0.0,0,7.054490637779234,68,1000,1000,1000,T cells CD8+_Protriptyline
split3,NK cells,MometasoneFuroate,0.0709219858156028,0.991304347826087,0.05,0.999,0.999,0.007695652173912992,0.007695652173912992,0.0,0,4.857374739646911,230,1000,1000,1000,NK cells_MometasoneFuroate
split3,NK cells,ProscillaridinAProscillaridinA,0.0709219858156028,0.9762845849802372,0.05,1.0,1.0,0.02371541501976282,0.02371541501976282,0.0,0,6.950331950187682,506,1000,1000,1000,NK cells_ProscillaridinAProscillaridinA
split3,T cells CD8+,ODemethylatedAdapalene,0.0709219858156028,0.4594594594594595,0.05,0.0,0.0,0.4594594594594595,0.4594594594594595,0.0,0,8.97360281944275,74,1000,1000,1000,T cells CD8+_ODemethylatedAdapalene
split2,T cells CD4+,GanetespibSTA9090,0.0709219858156028,0.9926470588235294,0.05,0.999,1.0,0.006352941176470561,0.007352941176470562,-0.0010000000000000009,0,5.823280596733093,544,1000,1000,1000,T cells CD4+_GanetespibSTA9090
split3,T cells CD8+,Linagliptin,0.0709219858156028,0.44155844155844154,0.05,0.001,0.0,0.44055844155844154,0.44155844155844154,-0.0010000000000000009,0,12.831217050552368,77,1000,1000,1000,T cells CD8+_Linagliptin
split,T regulatory cells,AZD3514,0.0709219858156028,0.925,0.05,0.001,0.0,0.924,0.925,-0.0010000000000000009,0,4.682245039939879,40,1000,1000,1000,T regulatory cells_AZD3514
split,T regulatory cells,PF03814735,0.0709219858156028,1.0,0.05,0.695,0.694,0.30500000000000005,0.30600000000000005,-0.0010000000000000009,0,9.85257058143615,28,1000,1000,1000,T regulatory cells_PF03814735
split3,T cells CD8+,Lamivudine,0.0709219858156028,0.4431818181818182,0.05,0.002,0.0,0.4411818181818182,0.4431818181818182,-0.0020000000000000018,0,7.735571837425231,88,1000,1000,1000,T cells CD8+_Lamivudine
split3,T cells CD8+,Disulfiram,0.0709219858156028,0.5454545454545454,0.05,0.002,0.0,0.5434545454545454,0.5454545454545454,-0.0020000000000000018,0,10.829571151733399,55,1000,1000,1000,T cells CD8+_Disulfiram
split,T regulatory cells,AT13387,0.0709219858156028,1.0,0.05,0.993,0.991,0.007000000000000006,0.009000000000000008,-0.0020000000000000018,0,6.44296061992645,7,1000,1000,1000,T regulatory cells_AT13387
split3,T cells CD8+,Riociguat,0.0709219858156028,0.38235294117647056,0.05,0.002,0.0,0.38035294117647056,0.38235294117647056,-0.0020000000000000018,0,8.309228706359862,102,1000,1000,1000,T cells CD8+_Riociguat
split3,NK cells,TIE2KinaseInhibitor,0.0709219858156028,0.30687830687830686,0.05,0.005,0.002,0.30187830687830686,0.30487830687830686,-0.0030000000000000027,0,6.632967638969421,378,1000,1000,1000,NK cells_TIE2KinaseInhibitor
split3,T cells CD8+,Azacitidine,0.0709219858156028,0.36283185840707965,0.05,0.019,0.016,0.34383185840707964,0.34683185840707964,-0.0030000000000000027,0,7.8909232139587395,113,1000,1000,1000,T cells CD8+_Azacitidine
split2,T cells CD4+,Prednisolone,0.0709219858156028,0.9573901464713716,0.05,0.989,0.993,0.03160985352862844,0.03560985352862844,-0.0040000000000000036,0,5.2423521041870105,751,1000,1000,1000,T cells CD4+_Prednisolone
split2,T cells CD4+,Pomalidomide,0.0709219858156028,0.7054973821989529,0.05,0.484,0.48,0.22149738219895287,0.22549738219895288,-0.0040000000000000036,0,6.932443141937255,764,1000,1000,1000,T cells CD4+_Pomalidomide
split,T regulatory cells,OSI930,0.0709219858156028,0.7,0.05,0.004,0.0,0.696,0.7,-0.0040000000000000036,0,5.6371680021285995,50,1000,1000,1000,T regulatory cells_OSI930
split3,T cells CD8+,Prednisolone,0.0709219858156028,0.9814814814814815,0.05,0.991,0.998,0.009518518518518482,0.016518518518518488,-0.007000000000000006,0,5.925842571258544,108,1000,1000,1000,T cells CD8+_Prednisolone
split,T regulatory cells,STK219801,0.0709219858156028,0.5967741935483871,0.05,0.008,0.001,0.5887741935483871,0.5957741935483871,-0.007000000000000006,0,6.175448846817012,62,1000,1000,1000,T regulatory cells_STK219801
split,Myeloid cells,Dactolisib,0.0709219858156028,1.0,0.05,0.989,0.981,0.01100000000000001,0.019000000000000017,-0.008000000000000007,0,8.937256002426144,87,1000,1000,1000,Myeloid cells_Dactolisib
split,T regulatory cells,Foretinib,0.0709219858156028,0.5609756097560976,0.05,0.315,0.307,0.2459756097560976,0.2539756097560976,-0.008000000000000007,0,11.415671348571776,41,1000,1000,1000,T regulatory cells_Foretinib
split3,T cells CD8+,Colchicine,0.0709219858156028,0.6875,0.05,0.027,0.016,0.6605,0.6715,-0.01100000000000001,0,6.617498040199279,80,1000,1000,1000,T cells CD8+_Colchicine
split,T regulatory cells,PRT062607,0.0709219858156028,0.96,0.05,0.557,0.545,0.4029999999999999,0.4149999999999999,-0.01200000000000001,0,11.096836423873901,25,1000,1000,1000,T regulatory cells_PRT062607
split2,T cells CD4+,CGP60474,0.0709219858156028,0.7333333333333333,0.05,0.987,1.0,0.2536666666666667,0.2666666666666667,-0.013000000000000012,0,5.479073596000667,15,1000,1000,1000,T cells CD4+_CGP60474
split,T regulatory cells,ABT199GDC0199,0.0709219858156028,0.4461538461538462,0.05,0.04,0.025,0.4061538461538462,0.42115384615384616,-0.014999999999999958,0,7.22230246067047,65,1000,1000,1000,T regulatory cells_ABT199GDC0199
split3,T cells CD8+,UNIIBXU45ZH6LI,0.0709219858156028,1.0,0.05,0.238,0.223,0.762,0.777,-0.015000000000000013,0,4.28718934059143,6,1000,1000,1000,T cells CD8+_UNIIBXU45ZH6LI
split,T regulatory cells,Tosedostat,0.0709219858156028,1.0,0.05,0.073,0.057,0.927,0.943,-0.015999999999999903,0,5.331140708923339,24,1000,1000,1000,T regulatory cells_Tosedostat
split3,T cells CD8+,Dactolisib,0.0709219858156028,1.0,0.05,1.0,0.984,0.0,0.016000000000000014,-0.016000000000000014,0,6.37389245033264,55,1000,1000,1000,T cells CD8+_Dactolisib
split2,T cells CD4+,TGX221,0.0709219858156028,0.36608557844690964,0.05,0.068,0.683,0.29808557844690964,0.3169144215530904,-0.01882884310618077,0,7.6768969058990475,631,1000,1000,1000,T cells CD4+_TGX221
split3,T cells CD8+,Flutamide,0.0709219858156028,0.5384615384615384,0.05,0.02,0.001,0.5184615384615384,0.5374615384615384,-0.019000000000000017,0,7.7474867105484,65,1000,1000,1000,T cells CD8+_Flutamide
split,T regulatory cells,AZD4547,0.0709219858156028,0.7317073170731707,0.05,0.041,0.02,0.6907073170731707,0.7117073170731707,-0.02100000000000002,0,6.31719570159912,41,1000,1000,1000,T regulatory cells_AZD4547
split,T regulatory cells,Prednisolone,0.0709219858156028,0.9111111111111111,0.05,0.856,0.988,0.05511111111111111,0.0768888888888889,-0.021777777777777785,0,6.292276120185849,45,1000,1000,1000,T regulatory cells_Prednisolone
split3,T cells CD8+,Tipifarnib,0.0709219858156028,0.4878048780487805,0.05,0.155,0.133,0.33280487804878045,0.35480487804878047,-0.02200000000000002,0,8.798534536361693,82,1000,1000,1000,T cells CD8+_Tipifarnib
split3,NK cells,Vandetanib,0.0709219858156028,0.26129032258064516,0.05,0.04,0.016,0.22129032258064515,0.24529032258064515,-0.023999999999999994,0,6.992357206344604,310,1000,1000,1000,NK cells_Vandetanib
split2,T cells CD4+,Tacalcitol,0.0709219858156028,0.47093023255813954,0.05,0.352,0.615,0.11893023255813956,0.14406976744186045,-0.025139534883720893,0,8.159623813629144,688,1000,1000,1000,T cells CD4+_Tacalcitol
split2,T cells CD4+,IBET151,0.0709219858156028,0.9792843691148776,0.05,1.0,0.933,0.020715630885122405,0.046284369114877544,-0.02556873822975514,0,5.044249534606932,531,1000,1000,1000,T cells CD4+_IBET151
split,T regulatory cells,Crizotinib,0.0709219858156028,0.6486486486486487,0.05,0.418,0.39,0.2306486486486487,0.25864864864864867,-0.02799999999999997,0,11.940340518951404,37,1000,1000,1000,T regulatory cells_Crizotinib
split,T regulatory cells,Doxorubicin,0.0709219858156028,1.0,0.05,0.985,0.957,0.015000000000000013,0.04300000000000004,-0.028000000000000025,0,4.86987464427948,38,1000,1000,1000,T regulatory cells_Doxorubicin
split3,NK cells,Defactinib,0.0709219858156028,0.290625,0.05,0.2,0.17,0.09062500000000001,0.12062500000000001,-0.03,0,15.177518558502195,320,1000,1000,1000,NK cells_Defactinib
split,T regulatory cells,PD0325901,0.0709219858156028,0.6904761904761905,0.05,0.454,0.419,0.23647619047619045,0.2714761904761905,-0.03500000000000003,0,8.155814266204832,42,1000,1000,1000,T regulatory cells_PD0325901
split,T regulatory cells,59Isopropyl8methyl2morpholino9Hpurin6ylpyrimidin2amine,0.0709219858156028,0.7804878048780488,0.05,0.651,0.615,0.12948780487804878,0.16548780487804882,-0.03600000000000003,0,11.857047891616817,41,1000,1000,1000,T regulatory cells_59Isopropyl8methyl2morpholino9Hpurin6ylpyrimidin2amine
split,T regulatory cells,Perhexiline,0.0709219858156028,0.6818181818181818,0.05,0.469,0.432,0.2128181818181818,0.24981818181818177,-0.03699999999999998,0,12.330071210861204,44,1000,1000,1000,T regulatory cells_Perhexiline
split3,NK cells,Clemastine,0.0709219858156028,0.2848297213622291,0.05,0.077,0.038,0.2078297213622291,0.2468297213622291,-0.03900000000000001,0,8.700015449523924,323,1000,1000,1000,NK cells_Clemastine
split3,NK cells,YK4279,0.0709219858156028,0.38605898123324395,0.05,0.244,0.568,0.14205898123324395,0.181941018766756,-0.03988203753351205,0,18.179165267944335,373,1000,1000,1000,NK cells_YK4279
split2,B cells,Dactolisib,0.0709219858156028,1.0,0.05,0.991,0.942,0.009000000000000008,0.05800000000000005,-0.049000000000000044,0,8.126210451126095,209,1000,1000,1000,B cells_Dactolisib
split3,NK cells,Nefazodone,0.0709219858156028,0.22712933753943218,0.05,0.347,0.057,0.1198706624605678,0.17012933753943218,-0.05025867507886439,0,8.209033155441285,317,1000,1000,1000,NK cells_Nefazodone
split,T regulatory cells,BX912,0.0709219858156028,0.8947368421052632,0.05,0.37,0.319,0.5247368421052632,0.5757368421052631,-0.050999999999999934,0,10.99761762619018,19,1000,1000,1000,T regulatory cells_BX912
split3,NK cells,HMN214,0.0709219858156028,0.3150984682713348,0.05,0.076,0.606,0.2390984682713348,0.2909015317286652,-0.05180306345733038,0,17.453014469146723,457,1000,1000,1000,NK cells_HMN214
split3,NK cells,59Isopropyl8methyl2morpholino9Hpurin6ylpyrimidin2amine,0.0709219858156028,0.5730027548209367,0.05,0.749,0.801,0.17599724517906334,0.2279972451790634,-0.052000000000000046,0,7.395436191558834,363,1000,1000,1000,NK cells_59Isopropyl8methyl2morpholino9Hpurin6ylpyrimidin2amine
split2,T cells CD4+,BID1870,0.0709219858156028,0.28720238095238093,0.05,0.19,0.137,0.09720238095238093,0.15020238095238092,-0.05299999999999999,0,17.343659210205075,672,1000,1000,1000,T cells CD4+_BID1870
split3,T cells CD8+,IBET151,0.0709219858156028,0.9271523178807947,0.05,0.733,0.679,0.19415231788079468,0.24815231788079462,-0.05399999999999994,0,7.7859778881073,151,1000,1000,1000,T cells CD8+_IBET151
split3,NK cells,RG7090,0.0709219858156028,0.2975206611570248,0.05,0.201,0.45,0.09652066115702479,0.1524793388429752,-0.05595867768595042,0,10.738389396667479,363,1000,1000,1000,NK cells_RG7090
split,T regulatory cells,Tacalcitol,0.0709219858156028,0.6470588235294118,0.05,0.485,0.427,0.1620588235294118,0.2200588235294118,-0.057999999999999996,0,11.227242183685302,34,1000,1000,1000,T regulatory cells_Tacalcitol
split3,NK cells,GO6976,0.0709219858156028,0.41818181818181815,0.05,0.288,0.61,0.13018181818181818,0.19181818181818183,-0.061636363636363656,0,17.303098678588846,330,1000,1000,1000,NK cells_GO6976
split,T regulatory cells,AZD8330,0.0709219858156028,0.6410256410256411,0.05,0.286,0.223,0.3550256410256411,0.4180256410256411,-0.063,0,9.680198144912717,39,1000,1000,1000,T regulatory cells_AZD8330
split3,T cells CD8+,Selumetinib,0.0709219858156028,0.3829787234042553,0.05,0.24,0.176,0.14297872340425533,0.20697872340425533,-0.064,0,10.267290592193604,94,1000,1000,1000,T cells CD8+_Selumetinib
split,T regulatory cells,Tamatinib,0.0709219858156028,0.9642857142857143,0.05,0.714,0.649,0.25028571428571433,0.3152857142857143,-0.06499999999999995,0,11.619870567321776,28,1000,1000,1000,T regulatory cells_Tamatinib
split2,T cells CD4+,Linagliptin,0.0709219858156028,0.23159509202453987,0.05,0.186,0.115,0.045595092024539874,0.11659509202453987,-0.071,0,7.281342649459837,652,1000,1000,1000,T cells CD4+_Linagliptin
split2,T cells CD4+,SCH58261,0.0709219858156028,0.26159554730983303,0.05,0.144,0.071,0.11759554730983304,0.19059554730983302,-0.07299999999999998,0,9.284568691253662,539,1000,1000,1000,T cells CD4+_SCH58261
split2,T cells CD4+,Nilotinib,0.0709219858156028,0.4782608695652174,0.05,0.269,0.763,0.2092608695652174,0.2847391304347826,-0.07547826086956522,0,8.054153728485108,529,1000,1000,1000,T cells CD4+_Nilotinib
split,T regulatory cells,Ruxolitinib,0.0709219858156028,1.0,0.05,0.547,0.469,0.45299999999999996,0.531,-0.07800000000000007,0,11.113155078887937,21,1000,1000,1000,T regulatory cells_Ruxolitinib
split,T regulatory cells,Nilotinib,0.0709219858156028,0.75,0.05,0.418,0.339,0.332,0.411,-0.07899999999999996,0,12.088851308822631,28,1000,1000,1000,T regulatory cells_Nilotinib
split2,T cells CD4+,PitavastatinCalcium,0.0709219858156028,0.373134328358209,0.05,0.309,0.517,0.06413432835820898,0.14386567164179104,-0.07973134328358206,0,15.927907896041868,737,1000,1000,1000,T cells CD4+_PitavastatinCalcium
split3,NK cells,HYDROXYUREA,0.0709219858156028,0.31417624521072796,0.05,0.145,0.061,0.16917624521072797,0.25317624521072796,-0.08399999999999999,0,9.057170677185056,261,1000,1000,1000,NK cells_HYDROXYUREA
split,T regulatory cells,Trametinib,0.0709219858156028,0.4528301886792453,0.05,0.204,0.112,0.2488301886792453,0.3408301886792453,-0.092,0,9.709795808792114,53,1000,1000,1000,T regulatory cells_Trametinib
split,T regulatory cells,MometasoneFuroate,0.0709219858156028,0.8157894736842105,0.05,0.882,0.977,0.0662105263157895,0.16121052631578947,-0.09499999999999997,0,8.189655447006226,38,1000,1000,1000,T regulatory cells_MometasoneFuroate
split2,T cells CD4+,RG7090,0.0709219858156028,0.41114058355437666,0.05,0.286,0.186,0.12514058355437668,0.22514058355437666,-0.09999999999999998,0,16.999650287628167,754,1000,1000,1000,T cells CD4+_RG7090
split,T regulatory cells,BMS536924,0.0709219858156028,0.9166666666666666,0.05,0.675,0.572,0.24166666666666659,0.3446666666666667,-0.10300000000000009,0,11.09695405960083,24,1000,1000,1000,T regulatory cells_BMS536924
split,T regulatory cells,BAY613606,0.0709219858156028,0.9444444444444444,0.05,0.962,0.823,0.017555555555555546,0.12144444444444447,-0.10388888888888892,0,8.914225053787229,18,1000,1000,1000,T regulatory cells_BAY613606
split,T regulatory cells,AVL292,0.0709219858156028,0.5555555555555556,0.05,0.396,0.281,0.15955555555555556,0.27455555555555555,-0.11499999999999999,0,11.345201015472407,45,1000,1000,1000,T regulatory cells_AVL292
split3,NK cells,ABT199GDC0199,0.0709219858156028,0.25448028673835127,0.05,0.202,0.081,0.052480286738351256,0.17348028673835125,-0.121,0,8.915323591232294,279,1000,1000,1000,NK cells_ABT199GDC0199
