,pos_ratio,model,cov_drug,cell_type
164,0.7799999713897705,CRISP,B cells_Palbociclib,B cells
165,0.8199999928474426,CRISP,B cells_Penfluridol,B cells
166,0.6399999856948853,CRISP,B cells_PorcnInhibitorIII,B cells
167,0.7400000095367432,CRISP,B cells_R428,B cells
168,0.9800000190734863,CRISP,T cells CD4+_59Isopropyl8methyl2morpholino9Hpurin6ylpyrimidin2amine,T cells CD4+
169,0.8399999737739563,CRISP,T cells CD4+_ABT199GDC0199,T cells CD4+
170,0.800000011920929,CRISP,T cells CD4+_ABT737,T cells CD4+
171,0.9800000190734863,CRISP,T cells CD4+_AMD070hydrochloride,T cells CD4+
172,0.9800000190734863,CRISP,T cells CD4+_AT13387,T cells CD4+
173,1.0,CRISP,T cells CD4+_AT7867,T cells CD4+
174,0.8999999761581421,CRISP,T cells CD4+_AVL292,T cells CD4+
175,0.9599999785423279,CRISP,T cells CD4+_AZ628,T cells CD4+
176,0.8999999761581421,CRISP,T cells CD4+_AZD3514,T cells CD4+
177,0.8600000143051147,CRISP,T cells CD4+_AZD4547,T cells CD4+
178,0.7799999713897705,CRISP,T cells CD4+_AZD8330,T cells CD4+
179,0.9800000190734863,CRISP,T cells CD4+_Alogliptin,T cells CD4+
180,0.9599999785423279,CRISP,T cells CD4+_Alvocidib,T cells CD4+
181,0.7200000286102295,CRISP,T cells CD4+_Amiodarone,T cells CD4+
182,0.7200000286102295,CRISP,T cells CD4+_Atorvastatin,T cells CD4+
183,0.8600000143051147,CRISP,T cells CD4+_Azacitidine,T cells CD4+
184,1.0,CRISP,T cells CD4+_BAY613606,T cells CD4+
185,0.7799999713897705,CRISP,T cells CD4+_BAY872243,T cells CD4+
186,0.7799999713897705,CRISP,T cells CD4+_BID1870,T cells CD4+
187,0.9200000166893005,CRISP,T cells CD4+_BMS265246,T cells CD4+
188,0.8600000143051147,CRISP,T cells CD4+_BMS387032,T cells CD4+
189,0.8199999928474426,CRISP,T cells CD4+_BMS536924,T cells CD4+
190,0.9599999785423279,CRISP,T cells CD4+_BMS777607,T cells CD4+
191,0.8600000143051147,CRISP,T cells CD4+_BX912,T cells CD4+
192,1.0,CRISP,T cells CD4+_Belinostat,T cells CD4+
193,0.8999999761581421,CRISP,T cells CD4+_Bosutinib,T cells CD4+
194,0.8399999737739563,CRISP,T cells CD4+_Buspirone,T cells CD4+
195,0.8600000143051147,CRISP,T cells CD4+_CC401,T cells CD4+
196,1.0,CRISP,T cells CD4+_CEP18770Delanzomib,T cells CD4+
197,0.9200000166893005,CRISP,T cells CD4+_CEP37440,T cells CD4+
198,0.7400000095367432,CRISP,T cells CD4+_CGM097,T cells CD4+
199,0.9599999785423279,CRISP,T cells CD4+_CGP60474,T cells CD4+
200,0.9200000166893005,CRISP,T cells CD4+_CHIR99021,T cells CD4+
201,0.9599999785423279,CRISP,T cells CD4+_Cabozantinib,T cells CD4+
202,0.8600000143051147,CRISP,T cells CD4+_Canertinib,T cells CD4+
203,0.6800000071525574,CRISP,T cells CD4+_Ceritinib,T cells CD4+
204,0.9599999785423279,CRISP,T cells CD4+_Chlorpheniramine,T cells CD4+
205,0.9599999785423279,CRISP,T cells CD4+_Clemastine,T cells CD4+
206,0.9599999785423279,CRISP,T cells CD4+_Clomipramine,T cells CD4+
207,0.5799999833106995,CRISP,T cells CD4+_Clotrimazole,T cells CD4+
208,0.6399999856948853,CRISP,T cells CD4+_Colchicine,T cells CD4+
209,0.9399999976158142,CRISP,T cells CD4+_Colforsin,T cells CD4+
210,0.9800000190734863,CRISP,T cells CD4+_Crizotinib,T cells CD4+
211,0.7599999904632568,CRISP,T cells CD4+_Dabrafenib,T cells CD4+
212,0.9599999785423279,CRISP,T cells CD4+_Dactolisib,T cells CD4+
213,0.9800000190734863,CRISP,T cells CD4+_Dasatinib,T cells CD4+
214,0.8999999761581421,CRISP,T cells CD4+_Decitabine,T cells CD4+
215,0.7799999713897705,CRISP,T cells CD4+_Defactinib,T cells CD4+
216,0.8799999952316284,CRISP,T cells CD4+_Desloratadine,T cells CD4+
217,0.7599999904632568,CRISP,T cells CD4+_Disulfiram,T cells CD4+
218,0.9399999976158142,CRISP,T cells CD4+_Dovitinib,T cells CD4+
219,0.9599999785423279,CRISP,T cells CD4+_Doxorubicin,T cells CD4+
220,0.8199999928474426,CRISP,T cells CD4+_FK866,T cells CD4+
221,0.9200000166893005,CRISP,T cells CD4+_Flutamide,T cells CD4+
222,0.9800000190734863,CRISP,T cells CD4+_Foretinib,T cells CD4+
223,0.9200000166893005,CRISP,T cells CD4+_GLPG0634,T cells CD4+
224,0.9599999785423279,CRISP,T cells CD4+_GO6976,T cells CD4+
225,0.8799999952316284,CRISP,T cells CD4+_GSK1070916,T cells CD4+
226,0.8799999952316284,CRISP,T cells CD4+_GSK256066,T cells CD4+
227,0.8999999761581421,CRISP,T cells CD4+_GW843682X,T cells CD4+
228,0.9800000190734863,CRISP,T cells CD4+_GanetespibSTA9090,T cells CD4+
229,0.9800000190734863,CRISP,T cells CD4+_HMN214,T cells CD4+
230,0.8199999928474426,CRISP,T cells CD4+_HYDROXYUREA,T cells CD4+
231,0.9399999976158142,CRISP,T cells CD4+_IBET151,T cells CD4+
232,0.9599999785423279,CRISP,T cells CD4+_IKKInhibitorVII,T cells CD4+
233,0.9399999976158142,CRISP,T cells CD4+_IMD0354,T cells CD4+
234,1.0,CRISP,T cells CD4+_IN1451,T cells CD4+
235,0.8999999761581421,CRISP,T cells CD4+_Idelalisib,T cells CD4+
236,0.6200000047683716,CRISP,T cells CD4+_Imatinib,T cells CD4+
237,0.9599999785423279,CRISP,T cells CD4+_Isoniazid,T cells CD4+
238,0.7599999904632568,CRISP,T cells CD4+_Ixabepilone,T cells CD4+
239,0.9200000166893005,CRISP,T cells CD4+_K02288,T cells CD4+
240,1.0,CRISP,T cells CD4+_Ketoconazole,T cells CD4+
241,0.8399999737739563,CRISP,T cells CD4+_LDN193189,T cells CD4+
242,0.9800000190734863,CRISP,T cells CD4+_LY2090314,T cells CD4+
243,0.8600000143051147,CRISP,T cells CD4+_Lamivudine,T cells CD4+
244,0.8600000143051147,CRISP,T cells CD4+_Lapatinib,T cells CD4+
245,0.9399999976158142,CRISP,T cells CD4+_Linagliptin,T cells CD4+
246,0.8999999761581421,CRISP,T cells CD4+_MGCD265,T cells CD4+
247,0.9800000190734863,CRISP,T cells CD4+_MK5108,T cells CD4+
248,1.0,CRISP,T cells CD4+_MLN2238,T cells CD4+
249,0.6600000262260437,CRISP,T cells CD4+_Masitinib,T cells CD4+
250,0.9599999785423279,CRISP,T cells CD4+_Methotrexate,T cells CD4+
251,0.8199999928474426,CRISP,T cells CD4+_Midostaurin,T cells CD4+
252,1.0,CRISP,T cells CD4+_MometasoneFuroate,T cells CD4+
253,0.7799999713897705,CRISP,T cells CD4+_MubritinibTAK165,T cells CD4+
254,0.8199999928474426,CRISP,T cells CD4+_Navitoclax,T cells CD4+
255,0.9200000166893005,CRISP,T cells CD4+_Nefazodone,T cells CD4+
256,0.9599999785423279,CRISP,T cells CD4+_Nilotinib,T cells CD4+
257,0.8999999761581421,CRISP,T cells CD4+_ODemethylatedAdapalene,T cells CD4+
258,0.8799999952316284,CRISP,T cells CD4+_OSI930,T cells CD4+
259,1.0,CRISP,T cells CD4+_OprozomibONX0912,T cells CD4+
260,0.9200000166893005,CRISP,T cells CD4+_Oxybenzone,T cells CD4+
261,0.9800000190734863,CRISP,T cells CD4+_PD0325901,T cells CD4+
262,0.9599999785423279,CRISP,T cells CD4+_PF03814735,T cells CD4+
263,0.9200000166893005,CRISP,T cells CD4+_PF04691502,T cells CD4+
264,0.9800000190734863,CRISP,T cells CD4+_PRT062607,T cells CD4+
265,0.7400000095367432,CRISP,T cells CD4+_Palbociclib,T cells CD4+
266,0.8399999737739563,CRISP,T cells CD4+_Penfluridol,T cells CD4+
267,1.0,CRISP,T cells CD4+_Perhexiline,T cells CD4+
268,0.9599999785423279,CRISP,T cells CD4+_Phenylbutazone,T cells CD4+
269,0.9800000190734863,CRISP,T cells CD4+_PitavastatinCalcium,T cells CD4+
270,0.9200000166893005,CRISP,T cells CD4+_Pomalidomide,T cells CD4+
271,0.9200000166893005,CRISP,T cells CD4+_PorcnInhibitorIII,T cells CD4+
272,1.0,CRISP,T cells CD4+_Prednisolone,T cells CD4+
273,0.8799999952316284,CRISP,T cells CD4+_ProscillaridinAProscillaridinA,T cells CD4+
274,0.9399999976158142,CRISP,T cells CD4+_Protriptyline,T cells CD4+
275,0.7599999904632568,CRISP,T cells CD4+_Quizartinib,T cells CD4+
276,0.9200000166893005,CRISP,T cells CD4+_R428,T cells CD4+
277,0.8799999952316284,CRISP,T cells CD4+_RG7090,T cells CD4+
278,0.9800000190734863,CRISP,T cells CD4+_RG7112,T cells CD4+
279,0.9399999976158142,CRISP,T cells CD4+_RN486,T cells CD4+
280,0.7799999713897705,CRISP,T cells CD4+_RVX208,T cells CD4+
281,0.019999999552965164,CRISP,T cells CD4+_Raloxifene,T cells CD4+
282,0.9599999785423279,CRISP,T cells CD4+_Resminostat,T cells CD4+
283,0.6399999856948853,CRISP,T cells CD4+_Ricolinostat,T cells CD4+
284,0.8999999761581421,CRISP,T cells CD4+_Riociguat,T cells CD4+
285,0.9200000166893005,CRISP,T cells CD4+_Ruxolitinib,T cells CD4+
286,0.699999988079071,CRISP,T cells CD4+_SB525334,T cells CD4+
287,0.699999988079071,CRISP,T cells CD4+_SCH58261,T cells CD4+
288,0.9399999976158142,CRISP,T cells CD4+_SLx2119,T cells CD4+
289,0.8999999761581421,CRISP,T cells CD4+_STK219801,T cells CD4+
290,0.9399999976158142,CRISP,T cells CD4+_Saracatinib,T cells CD4+
291,0.9399999976158142,CRISP,T cells CD4+_Scriptaid,T cells CD4+
292,0.9599999785423279,CRISP,T cells CD4+_Selumetinib,T cells CD4+
293,0.8600000143051147,CRISP,T cells CD4+_Sgccbp30,T cells CD4+
294,0.9200000166893005,CRISP,T cells CD4+_Sunitinib,T cells CD4+
295,0.6600000262260437,CRISP,T cells CD4+_TGX221,T cells CD4+
296,0.8199999928474426,CRISP,T cells CD4+_TIE2KinaseInhibitor,T cells CD4+
297,0.8799999952316284,CRISP,T cells CD4+_TLHRAS26,T cells CD4+
298,0.9800000190734863,CRISP,T cells CD4+_TPCA1,T cells CD4+
299,0.9399999976158142,CRISP,T cells CD4+_TR14035,T cells CD4+
300,0.9599999785423279,CRISP,T cells CD4+_Tacalcitol,T cells CD4+
301,1.0,CRISP,T cells CD4+_Tamatinib,T cells CD4+
302,0.7599999904632568,CRISP,T cells CD4+_Tipifarnib,T cells CD4+
303,0.7200000286102295,CRISP,T cells CD4+_Tivantinib,T cells CD4+
304,0.9599999785423279,CRISP,T cells CD4+_Tivozanib,T cells CD4+
305,0.8799999952316284,CRISP,T cells CD4+_Topotecan,T cells CD4+
306,0.9399999976158142,CRISP,T cells CD4+_Tosedostat,T cells CD4+
307,0.7400000095367432,CRISP,T cells CD4+_Trametinib,T cells CD4+
308,0.7799999713897705,CRISP,T cells CD4+_UNIIBXU45ZH6LI,T cells CD4+
309,0.6399999856948853,CRISP,T cells CD4+_Vandetanib,T cells CD4+
310,0.7200000286102295,CRISP,T cells CD4+_Vanoxerine,T cells CD4+
311,0.5799999833106995,CRISP,T cells CD4+_Vardenafil,T cells CD4+
312,0.9399999976158142,CRISP,T cells CD4+_Vorinostat,T cells CD4+
313,0.8199999928474426,CRISP,T cells CD4+_YK4279,T cells CD4+
314,0.7799999713897705,CRISP,NK cells_59Isopropyl8methyl2morpholino9Hpurin6ylpyrimidin2amine,NK cells
315,0.7200000286102295,CRISP,NK cells_ABT199GDC0199,NK cells
316,0.699999988079071,CRISP,NK cells_ABT737,NK cells
317,0.7599999904632568,CRISP,NK cells_AMD070hydrochloride,NK cells
318,0.8799999952316284,CRISP,NK cells_AT13387,NK cells
319,0.9200000166893005,CRISP,NK cells_AT7867,NK cells
320,0.8999999761581421,CRISP,NK cells_AVL292,NK cells
321,0.8600000143051147,CRISP,NK cells_AZ628,NK cells
322,0.6600000262260437,CRISP,NK cells_AZD3514,NK cells
323,0.8199999928474426,CRISP,NK cells_AZD4547,NK cells
324,0.8199999928474426,CRISP,NK cells_AZD8330,NK cells
325,0.6200000047683716,CRISP,NK cells_Alogliptin,NK cells
326,0.9800000190734863,CRISP,NK cells_Alvocidib,NK cells
327,0.6200000047683716,CRISP,NK cells_Amiodarone,NK cells
328,0.8799999952316284,CRISP,NK cells_Atorvastatin,NK cells
329,0.8199999928474426,CRISP,NK cells_Azacitidine,NK cells
330,0.9399999976158142,CRISP,NK cells_BAY613606,NK cells
331,0.8199999928474426,CRISP,NK cells_BAY872243,NK cells
332,0.8199999928474426,CRISP,NK cells_BID1870,NK cells
333,0.9399999976158142,CRISP,NK cells_BMS265246,NK cells
334,0.7799999713897705,CRISP,NK cells_BMS387032,NK cells
335,0.8999999761581421,CRISP,NK cells_BMS536924,NK cells
336,0.7400000095367432,CRISP,NK cells_BMS777607,NK cells
337,0.8799999952316284,CRISP,NK cells_BX912,NK cells
338,0.7200000286102295,CRISP,NK cells_Belinostat,NK cells
339,0.800000011920929,CRISP,NK cells_Bosutinib,NK cells
340,0.7200000286102295,CRISP,NK cells_Buspirone,NK cells
341,0.7200000286102295,CRISP,NK cells_CC401,NK cells
342,0.7200000286102295,CRISP,NK cells_CEP37440,NK cells
343,0.5,CRISP,NK cells_CGM097,NK cells
344,0.9800000190734863,CRISP,NK cells_CGP60474,NK cells
345,0.8600000143051147,CRISP,NK cells_CHIR99021,NK cells
346,0.7200000286102295,CRISP,NK cells_Cabozantinib,NK cells
347,0.7599999904632568,CRISP,NK cells_Canertinib,NK cells
348,0.6600000262260437,CRISP,NK cells_Ceritinib,NK cells
349,0.7599999904632568,CRISP,NK cells_Chlorpheniramine,NK cells
350,0.8199999928474426,CRISP,NK cells_Clemastine,NK cells
351,0.699999988079071,CRISP,NK cells_Clomipramine,NK cells
352,0.8999999761581421,CRISP,NK cells_Clotrimazole,NK cells
353,0.8199999928474426,CRISP,NK cells_Colchicine,NK cells
354,0.6800000071525574,CRISP,NK cells_Colforsin,NK cells
355,0.7200000286102295,CRISP,NK cells_Crizotinib,NK cells
356,0.46000000834465027,CRISP,NK cells_Dabrafenib,NK cells
357,0.8999999761581421,CRISP,NK cells_Dactolisib,NK cells
358,0.800000011920929,CRISP,NK cells_Dasatinib,NK cells
359,0.6600000262260437,CRISP,NK cells_Decitabine,NK cells
360,0.8600000143051147,CRISP,NK cells_Defactinib,NK cells
361,0.6800000071525574,CRISP,NK cells_Desloratadine,NK cells
362,0.699999988079071,CRISP,NK cells_Disulfiram,NK cells
363,0.8600000143051147,CRISP,NK cells_Dovitinib,NK cells
364,0.7599999904632568,CRISP,NK cells_Doxorubicin,NK cells
365,0.8399999737739563,CRISP,NK cells_FK866,NK cells
366,0.800000011920929,CRISP,NK cells_Flutamide,NK cells
367,0.7799999713897705,CRISP,NK cells_Foretinib,NK cells
368,0.9399999976158142,CRISP,NK cells_GLPG0634,NK cells
369,0.8399999737739563,CRISP,NK cells_GO6976,NK cells
370,0.8600000143051147,CRISP,NK cells_GSK1070916,NK cells
371,0.8199999928474426,CRISP,NK cells_GSK256066,NK cells
